"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","ttmDividendRate","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","dividendYield","nextEarningsDate","exDividendDate","peRatio","beta","nextDividendDate"
"503","SP",-0.022661,39.45,27.13,851178410,23500,33.16,34.51,22573760.901,71096.2,73237,2.1551,NA,"SP Plus Corp.",22949000,7.069048,0.494268,0.079299,-0.022661,0.24213,0.084503,0.147232,0.057901,0.106504,0.051602,NA,"2019-10-30",NA,17.21,0.756368541065949,NA
"504","SGRP",0.137339,1.32,0.4501,22097820,19900,0.71,0.89,8916115.971,93629.7,132295.43,0.1078,NA,"SPAR Group, Inc.",20847000,-0.810663,-0.642935,-0.308421,0.137339,0.929378,0.638837,0.606061,0.049505,0.413333,0.072874,NA,NA,NA,9.83,0.0539709123223616,NA
"505","SPKE",0.231325,11.71,7.2,359539600,176,9.58,10.55,11391965.42,87300.3,99898.23,-0.7568,0.725,"Spark Energy, Inc.",14380000,0.02742,0.02742,-0.444478,0.231325,0.373656,0.177419,-0.093972,-0.033113,-0.040376,0.100108,0.0709393346379648,"2019-11-04","2019-08-30",-13.5,0.491666668441036,NA
"506","SPKEP",0.025389,25.14,17.1,880907200,NA,23.51,24.73,NA,10560.1,12356.33,NA,NA,"Spark Energy, Inc.",0,-0.002106,-0.002106,-0.085174,0.025594,0.28173,0.064386,0.003812,0.010286,0.007847,0.0018,NA,NA,NA,NA,0.185435676259473,NA
"507","ONCE",0.835055,114.2,34.53,3955896080,368,87.8,99.85,34538219.029,536388.3,359749,-6.0887,NA,"Spark Therapeutics, Inc.",37747100,1.1866,1.1866,0.885976,0.835055,1.679622,-0.080379,0.051259,0.037418,0.034347,0.030077,NA,"2019-11-05",NA,-17.21,1.27125667011088,NA
"508","SPAR",-0.091148,16,6.7,489549060,2322,9.53,11.99,31471258.247,181443.1,156175.43,0.3398,0.1,"Spartan Motors, Inc.",35321000,1.462223,0.973361,0.082022,-0.091148,0.816514,0.538291,0.474468,0.184615,0.088767,0.053191,0.00721500721500722,"2019-10-31","2019-05-16",40.79,0.677467752208514,NA
"509","SPTN",-0.40856,23,8.82,441821440,14000,15.28,11.08,35060493.3,395342.8,428533.07,0.1237,0.74,"SpartanNash Co.",36334000,5.518219,-0.249767,-0.563212,-0.40856,-0.306332,-0.257178,0.073257,0.067603,0.265349,0.043777,0.0608552631578947,"2019-11-04","2019-09-13",98.3,0.885820491714885,NA
"510","DWFI",-0.006394,23.88,22,NA,NA,23.08,23.53,NA,57339.6,28660,NA,NA,"SPDR Dorsey Wright Fixed Income Allocation ETF",0,-0.071115,-0.071115,-0.07927,-0.006189,0.050216,0.014362,0.000635,-0.012679,-0.003215,-0.008834,NA,NA,"2019-09-03",NA,0.0474739140952721,NA
"511","SPPI",-0.518132,21.8,6.22,1009333500,235,9.45,7.87,97476538.845,1004997.8,765309.63,-1.5582,NA,"Spectrum Pharmaceuticals, Inc.",104055000,3.935323,0.427338,0.620915,-0.518132,0.050921,-0.06999,0.184371,0.172914,0.377841,0.093574,NA,"2019-11-11",NA,-6.23,1.88227488215808,NA
"512","SPRO",0.22977,14.48,5.52,229655360,41,10.57,10.28,11553306.336,51719.4,35503.8,-2.2352,NA,"Spero Therapeutics, Inc.",18656000,-0.004348,-0.004348,-0.004348,0.22977,0.966454,-0.047214,0.028404,0.258691,0.36626,0.04766,NA,"2019-11-08",NA,-5.51,0.901458727880091,NA
"513","ANY",-0.315,8.7,1,21177460,41,2.32,1.39,11918458.076,19340.3,67743.13,-21.971,NA,"Sphere 3D Corp.",15458000,-0.987286,-0.998462,-0.924148,-0.315,-0.555195,-0.477598,-0.154321,0.191304,0.032637,0.046281,NA,NA,NA,-0.06,-0.936860369913357,NA
"514","SPEX",-0.496536,6.58,1.94,5132636,6,3.04,2.28,2325425.3177,173386.2,64475.93,-0.936,NA,"Spherix, Inc.",2354420,-0.999966,-0.968971,-0.281883,-0.497116,-0.29395,-0.403557,-0.145098,0.018692,-0.013575,-0.018018,NA,NA,NA,-2.33,0.170843829571061,NA
"515","SPI",-0.283333,7.32,0.607,1561044,63,2.47,2.01,407188.6507008,43441,24499.2,NA,NA,"SPI Energy Co. Ltd.",726067.2,-0.970714,-0.970714,-0.358473,-0.283572,1.577938,-0.194757,0.004673,0.216063,0.131579,-0.009171,NA,NA,NA,NA,0.991228442159584,NA
"516","SAVE",-0.221027,65.35,34.53,2626765580,7708,51.75,42.37,67882932.086,1182564.7,904870.03,5.2698,NA,"Spirit Airlines, Inc.",68441000,3.464069,-0.078957,-0.102211,-0.221027,-0.336445,-0.273794,-0.232246,-0.005442,-0.07205,0.0132,NA,"2019-10-31",NA,7.28,1.11529734677735,NA
"517","STXB",-0.01238,23.53,16.7,340202760,289,21.72,21.44,13907359.318,43918.5,56672.6,1.2484,NA,"Spirit of Texas Bancshares, Inc.",15794000,0.021053,0.021053,0.021053,-0.01238,-0.046903,0.018921,-0.037103,0.019404,-0.007373,0.026203,NA,"2019-10-23",NA,17.25,0.254804661249222,NA
"518","SPLK",-0.039083,143.7,83.69,17377892180,4400,123.47,125.7,149673263.872,1833005.3,2540399.6,-2.08,NA,"Splunk, Inc.",151349000,2.807779,1.784993,1.036172,-0.039083,0.111305,-0.107015,-0.037714,-0.085537,-0.062464,0.018721,NA,"2019-11-21",NA,-55.2,1.58391047259952,NA
"519","SPOK",-0.188158,17.25,11.12,237285860,596,13.92,12.9,18606922.621,96523.1,177387.27,-0.0112,0.5,"Spok Holdings, Inc.",19229000,4.5,-0.051095,-0.1875,-0.188158,-0.091979,-0.127915,-0.167341,0.031773,0.00817,0.036104,0.0405186385737439,NA,"2019-08-15",-1101.79,0.595539169085635,NA
"520","SPWH",-0.205502,6.69,3.41,212259300,5100,4.6,4.2,41641600.11,748820.9,483972.53,0.5367,NA,"Sportsman's Warehouse Holdings, Inc.",43230000,-0.546667,-0.533755,0.023148,-0.205502,0.103371,-0.082243,0.305851,0.305851,0.246193,-0.031558,NA,"2019-11-16",NA,9.15,0.872003727219695,NA
"521","SBPH",-0.668412,15,3.53,62544200,29,7.58,4.23,14098565.433,12845.1,19036.6,-1.5148,NA,"Spring Bank Pharmaceuticals, Inc.",16459000,-0.357658,-0.357658,-0.321605,-0.668412,-0.653285,-0.643192,-0.126437,-0.059406,-0.079903,-0.052369,NA,"2019-10-29",NA,-2.51,1.10640718899228,NA
"522","FUND",-0.053061,7.48,5.46,193286160,NA,6.64,6.72,17586263.46,38306.6,39548.13,-0.2062,0.6662,"Sprott Focus Trust, Inc.",27771000,0.38856,-0.123288,-0.06383,-0.053345,0.183673,0.016058,0.097792,0.05136,0.043478,0.011628,0.0957183908045977,NA,NA,-33.75,0.714636628377804,NA
"523","SFM",-0.285511,28.69,16.46,2376433560,30000,21.26,18.14,116887813.851,1347374.1,1502986.13,1.1524,NA,"Sprouts Farmers Markets, Inc.",118113000,-0.438793,-0.178467,-0.038445,-0.285511,-0.143465,-0.106968,-0.010816,0.116537,0.136081,0.010547,NA,"2019-10-31",NA,17.46,0.347253928582166,NA
"524","SPSC",-0.026295,59.14,37.91,1692174330,1231,49.75,51.29,34508077.516,326485.1,269032.37,0.8879,NA,"SPS Commerce, Inc.",34883000,6.868382,1.022491,0.847229,-0.026295,0.185774,-0.09732,-0.086096,-0.076088,-0.084803,0.017621,NA,"2019-10-21",NA,54.63,1.07824177223865,NA
"525","SRAX",-0.322799,5.85,1.55,37152300,136,3.64,3.73,11228007.1127,71293,69650.23,0.4724,NA,"SRAX, Inc.",12384100,-0.948473,-0.255,1.403226,-0.322799,0.421801,0.145038,-0.310345,-0.107143,-0.204244,-0.022801,NA,"2019-11-11",NA,6.35,1.06735028222476,NA
"526","SSNC",-0.055046,67.73,40.96,13330012800,22600,54.79,50.65,221488072,1967813.2,1981722.67,1.276,0.36,"SS&C Technologies Holdings, Inc.",253760000,9.058188,2.066396,0.615919,-0.055046,0.182575,-0.160863,-0.080035,0.161911,0.202335,0.047876,0.00685322672758424,"2019-10-31","2019-08-30",41.17,1.39933656067871,NA
"527","SSRM",0.627119,17.55,8.43,1748764800,1630,13.21,15.62,121225347.472,1407937.2,1268605.7,0.1652,NA,"SSR Mining, Inc.",121442000,1.428261,0.177028,0.223439,0.627119,0.196013,0.129412,0.136543,-0.056356,-0.134095,-0.053254,NA,"2019-11-07",NA,87.17,-0.435105070467649,NA
"528","STAA",-0.375941,51.3,21.7,1328717690,475,31.92,30.84,43996368.304,270440,286521.33,0.1776,NA,"STAAR Surgical Co.",44543000,3.539496,0.751621,1.674257,-0.375941,-0.041144,-0.178915,0.103997,-0.094689,-0.070717,0.083152,NA,"2019-10-28",NA,167.96,1.80616227965409,NA
"529","SLNG",0.145,13.76,3.17,115422870,102,6.37,6.12,NA,10123.8,14520.7,-2.7178,NA,"Stabilis Energy, Inc.",16801000,NA,NA,NA,0.1457,0.020517,0.115797,0.346826,0.52604,0.468846,-0.012328,NA,NA,NA,-2.53,0.624397093918694,NA
"530","STAF",-0.430556,3.45,1.15,10676400,270,1.63,1.49,6316896.04,69799.5,51326.47,-1.0761,0.02,"Staffing 360 Solutions, Inc.",8680000,-0.954667,-0.982105,-0.53967,-0.431871,-0.259036,-0.276471,-0.206452,-0.115108,-0.18543,-0.008065,0.016260162601626,"2019-11-13",NA,-1.14,0.161105435896368,NA
"531","STMP",-0.661634,234,32.53,1307896800,1179,93.7,56.82,16449685.812,471755.5,679390.23,5.9192,NA,"Stamps.com, Inc.",17164000,9.243405,1.958102,-0.173391,-0.661634,-0.494259,-0.120904,0.884739,0.210869,0.715057,0.023918,NA,"2019-10-31",NA,12.87,1.3301268114075,NA
"532","STND",-0.209438,35.75,26.97,128372200,158,28.57,27.35,4310278.72,562.3,3030.4,1.8175,0.884,"Standard AVB Financial Corp.",4730000,1.316807,0.4704,0.021111,-0.209438,-0.107237,-0.07372,-0.004037,0,-0.005095,0.000737,0.0325718496683861,NA,NA,14.93,0.0771091100532622,NA
"533","SBLK",-0.10066,15.38,6.16,1030540500,169,8.75,10.2,75422517.39,717649.7,685347.27,-0.0622,NA,"Star Bulk Carriers Corp.",94545000,-0.986074,-0.851497,0.024793,-0.10066,0.153439,0.588921,0.392082,0.09,0.282353,-0.011786,NA,"2019-11-20",NA,-175.24,1.54300680246859,NA
"534","SBLKZ",0.019732,26.25,22.88,2443042800,NA,25.41,25.75,NA,969.9,2386.83,NA,NA,"Star Bulk Carriers Corp.",0,0.04493,0.04493,0.04493,0.019627,0.029482,0.021384,0.013333,0.009769,0.004275,-0.006154,NA,NA,NA,NA,0.078630848141366,NA
"535","SBUX",0.638629,99.72,54.1,107035740000,291000,77.97,93.74,1156661100,7518932.1,6758463.93,2.86,1.44,"Starbucks Corp.",1.197e+09,11.326885,1.238601,0.280932,0.638629,0.390236,0.262281,0.07709,-0.074902,-0.045678,-0.010293,0.0161037799150078,"2019-10-30","2019-08-07",31.27,0.734661124759822,NA
"536","STFC",0.056671,36.45,28.46,1420775460,1854,33.9,33.48,17014559.004,44533.8,44570.9,1.2063,0.4,"State Auto Financial Corp.",43542000,1.034849,0.605312,0.376898,0.056671,-0.039164,-0.026261,-0.045069,-0.014795,0.044829,0.006167,0.0122586576769844,"2019-10-31","2019-09-16",27.05,0.57013556117088,NA
"537","MITO",-0.456303,20.98,6.43,NA,57,12.52,10.85,NA,18253.9,11612.47,NA,NA,"Stealth BioTherapeutics Corp.",NA,0.259664,0.259664,0.259664,-0.456303,-0.456303,-0.536865,-0.472268,-0.437391,-0.466392,-0.196273,NA,"2019-11-27",NA,NA,-0.0846222829352357,NA
"538","GASS",-0.119444,4.18,2.73,126945820,767,3.33,3.47,33154043.354,31592.1,32221.27,-0.1083,NA,"StealthGas, Inc.",40046000,-0.755797,-0.678435,0.054773,-0.119444,0.108392,0.022581,-0.056548,-0.059347,-0.107042,0.039344,NA,"2019-11-25",NA,-29.27,0.827645625646172,NA
"539","STCN",-0.136585,2.2,1.54,109389540,3924,1.82,1.76,54523516.658,16465.4,21972.47,-0.6307,NA,"Steel Connect, Inc.",61802000,-0.766667,-0.489189,0.196203,-0.136585,0.023121,-0.149038,-0.032787,0.005682,0.047337,0.005682,NA,NA,NA,-2.81,0.23464207304889,NA
"540","STLD",-0.326626,48.17,25.02,6981497270,8200,31.93,29.34,208977142.41,2594429.3,2188324.03,4.6679,0.855,"Steel Dynamics, Inc.",219613000,9.926342,0.811562,-0.086603,-0.326626,0.044007,-0.090415,0.211971,0.124514,0.101143,0.032814,0.0268952500786411,"2019-10-21","2019-09-27",6.81,1.14480102374305,"2019-09-27"
"541","SMRT",-0.60372,2.46,0.652,39552405,9500,0.9722,0.7823,31402140.939,146481.9,135952.23,-0.2206,NA,"Stein Mart, Inc.",48217000,-0.813592,-0.921053,-0.578947,-0.60372,-0.310672,-0.254273,0.013968,0.101222,0.051667,0.154214,NA,NA,"2017-03-29",-3.72,0.350473377564795,NA
"542","STML",-0.358944,18.22,7.82,480439080,92,12.75,13.39,40305234.42,639819.4,720472.23,-2.7907,NA,"Stemline Therapeutics, Inc.",43956000,1.054124,0.194903,0.943902,-0.358944,0.107396,-0.152713,-0.270847,-0.275679,-0.236198,-0.030169,NA,"2019-11-11",NA,-3.92,1.53518790021426,NA
"543","SRCL",-0.154806,62.8,34.36,4751048940,22500,46.77,45.8,90056980.083,981469.4,1020164.43,-4.0605,NA,"Stericycle, Inc.",91121000,1.712042,-0.548584,-0.395918,-0.154806,0.414158,0.05868,0.1357,0.137435,0.188782,0.0691,NA,"2019-10-24",NA,-12.84,0.877027458406092,NA
"544","SBT",-0.21423,13.3,6.65,507695850,352,9.39,9.67,15458959.755,54656.1,40024.7,1.1584,0.04,"Sterling Bancorp, Inc. (Michigan)",50517000,-0.627688,-0.188322,-0.188322,-0.21423,0.399721,-0.044677,-0.013739,0.046875,0.060127,0.020305,0.00398009950248756,"2019-10-29","2019-08-22",8.68,0.936574073608287,NA
"545","STRL",-0.080318,15.75,9.71,336395570,1935,12.59,11.94,25515140.812,119808.4,147265.87,0.9059,NA,"Sterling Construction Co., Inc.",26467000,7.387879,0.700246,0.258182,-0.080318,0.140934,-0.049364,-0.0422,0.129778,0.069865,0.03586,NA,"2019-11-11",NA,14.03,1.14021411377726,NA
"546","SHOO",-0.06212,39.11,27.88,3010839896,3900,32.44,32.59,77932637.573,666411.5,671292.1,1.72,0.55333,"Steven Madden Ltd.",84860200,15.725202,0.617998,0.391054,-0.062202,0.164042,0.07158,0.112574,0.159477,0.20312,-0.011699,0.0155955467869222,"2019-10-28","2019-09-16",20.63,1.27471187594879,NA
"547","SSFN",0.457009,15.72,8.2,135851260,147,11.33,15.49,7833406.73,10274.8,9736.07,0.8081,0.12,"Stewardship Financial Corp.",8714000,0.251684,0.835429,-0.010977,0.457009,0.812791,0.623958,0.012995,0.005158,0.008409,0.00451,0.00769724182168056,NA,"2019-07-31",19.29,0.340601035017833,NA
"548","SFIX",-0.578238,52.44,16.05,2178050498,6600,24.87,23.36,47050041.084,2821833.8,2437199.9,0.4882,NA,"Stitch Fix, Inc.",49802000,0.806601,0.806601,0.806601,-0.578238,0.240092,-0.304446,-0.283201,0.049587,-0.071398,0.019358,NA,"2019-10-01",NA,44.22,1.59161153503972,NA
"549","SYBT",0.026991,38.74,28.02,864648200,591,34.69,36.34,21206491.28,46438.9,39915.13,2.68,1.01,"Stock Yards Bancorp, Inc.",22724000,2.077454,0.877103,-0.112329,0.026991,0.135143,0.059889,0.099076,0.04161,0.04047,0.017924,0.0265440210249672,"2019-10-23","2019-09-13",14.2,0.740353112808015,NA
"550","STOK",-0.07587,39.04,22.01,773126340,NA,28.56,28.85,15508593.744,221125,151272.13,NA,NA,"Stoke Therapeutics, Inc.",32718000,NA,NA,NA,-0.07587,-0.07587,-0.07587,-0.07587,-0.252215,-0.066377,-0.179514,NA,"2019-11-27",NA,NA,0.458060707971665,NA
"551","BANX",-0.017411,23,16.75,NA,NA,21.21,21.79,NA,10262,9110.37,NA,NA,"StoneCastle Financial Corp.",0,-0.136455,-0.1368,0.080621,-0.017411,0.093393,0.040662,0.005482,0.01242,0.023721,0.016628,NA,"2019-11-14","2019-09-20",NA,0.333426972698963,"2019-09-20"
"552","STNE",0.068262,45.62,16.14,8595033883,NA,28.59,33.23,114046388.874,1564812.8,2018854.7,0.5296487,NA,"StoneCo Ltd.",145167000,-0.120574,-0.120574,-0.120574,0.068262,0.756162,-0.032081,0.143394,0.038772,-0.028431,0.077195,NA,"2019-12-02",NA,63.23,-0.101063426149404,NA
"553","SSKN",-0.372493,3.87,1.69,72051000,98,2.66,2.37,18824327.2,34914.6,73472.13,-1.0542,NA,"STRATA Skin Sciences, Inc.",32900000,-0.993178,-0.89501,-0.043636,-0.372493,-0.231579,-0.315625,-0.030973,0,-0.151163,-0.00905,NA,"2019-11-07",NA,-2.08,1.01268791580533,NA
"554","SSYS",0.089381,30.6,17.06,1337949280,2232,23.94,25.59,51190200.304,475073.2,516840,0.0837,NA,"Stratasys Ltd.",54344000,4.469798,-0.72734,-0.056209,0.089381,0.310969,0.030126,0.05756,0.0709,0.010259,-0.011245,NA,"2019-11-08",NA,294.15,1.4807598929044,NA
"555","STRA",0.144111,189.79,102.21,3433355360,3017,149.33,174.37,21242064.2408,144393.6,124314.03,-0.2571,2,"Strategic Education, Inc.",21952400,1.923185,2.220744,0.823202,0.144111,0.396678,0.145788,-0.132797,-0.126111,-0.064985,-0.008872,0.0127877237851662,"2019-11-07","2019-08-30",-608.32,1.04469149910711,NA
"556","HNDL",-0.003322,24.67,21.64,NA,NA,23.48,24.14,NA,10797.3,10874.33,NA,NA,"Strategy Shares Nasdaq 7HANDL Index ETF",0,-0.051722,-0.051722,-0.051722,-0.003322,0.075389,0.027683,0.009676,-0.006211,0.005025,-0.008469,NA,NA,NA,NA,0.257020968548616,NA
"557","STRT",-0.298788,37.5,18.51,88093980,4209,27.37,21.14,3615378.462,12432.1,7694.37,-4.6289,0.56,"STRATTEC Security Corp.",3807000,-0.352381,-0.560886,-0.19322,-0.298788,-0.229437,-0.193728,-0.121822,0.063908,0.101905,0.204581,0.0242005185825411,NA,"2019-09-12",-5,0.117886260380777,NA
"558","STRS",-0.195672,33.95,22.01,212817580,140,26.1,26.95,7495039.304,8927.3,8429.4,-0.3406,NA,"Stratus Properties, Inc.",8179000,2.270237,0.627014,-0.020149,-0.195672,0.043722,0.070782,-0.036296,-0.026562,-0.008384,-0.009139,NA,NA,"2017-03-29",-76.39,0.716073295117931,NA
"559","STRM",0.071429,2.09,0.57,25276800,106,1.22,1.42,16264483.344,38735.2,22363.47,-0.2084,NA,"Streamline Health Solutions, Inc.",21064000,-0.572519,-0.771429,-0.194245,0.071429,0.363636,0.100917,-0.310345,-0.210526,-0.069767,-0.136691,NA,"2019-12-16",NA,-5.76,0.11111475777175,NA
"560","SBBP",-0.309756,6.52,2.07,153346380,106,3.89,2.66,33981611.994,284669.3,153862.1,0.7959,NA,"Strongbridge Biopharma Plc",54186000,-0.651515,-0.517483,-0.173653,-0.309756,-0.362613,-0.478821,-0.15015,0.029091,0.145749,-0.013937,NA,"2019-11-12",NA,3.56,1.24804568882409,NA
"561","SUMR",-0.748302,1.74,0.2103,7574585,191,0.7133,0.4596,14948109.279,16050.7,27266.63,-0.1839,NA,"Summer Infant, Inc.",18927000,-0.858,-0.62234,-0.603352,-0.748302,-0.611456,-0.467181,-0.169882,-0.13,0.030116,-0.08859,NA,"2019-10-30",NA,-2.18,0.36075111087251,NA
"562","SMMF",0.07225,27.47,17.94,326761200,371,24.45,25.65,11145834.54,14843.5,14193.3,2.401,0.56,"Summit Financial Group, Inc. (West Virginia)",12510000,0.919266,1.490476,0.171595,0.07225,0.316532,-0.024645,0.008494,0.005776,0.050261,0.01753,0.0214395099540582,"2019-10-24","2019-09-13",10.88,0.786076782314776,NA
"563","SSBI",-0.227184,15.7,10.65,70816140,89,11.76,11.98,4913080.263,2198,2515.53,0.8611,0.48,"Summit State Bank (California)",5931000,-0.025833,0.287445,-0.104215,-0.227184,0.011864,0.027539,0.056637,-0.005,0.010152,0.008446,0.0402010050251256,NA,"2019-08-15",13.87,-0.101179374662055,NA
"564","SMMT",-0.372294,2.46,1.1,NA,61,1.52,1.33,NA,10642.2,19951.53,0.9977,NA,"Summit Therapeutics Plc",NA,-0.827282,-0.827282,-0.839416,-0.372294,0.208333,-0.248705,0.032028,0.124031,0.115385,0.055928,NA,NA,NA,1.45,0.288723269198841,NA
"565","WISA",-0.78778,5.6,0.76,17592552,45,2.0623,1.0416,12062716.057,49115,61740.13,-3.3977,NA,"Summit Wireless Technologies, Inc.",20219000,-0.638275,-0.638275,-0.638275,-0.78778,-0.756275,-0.613289,-0.330692,-0.243391,0.04617,-0.044056,NA,"2019-11-14",NA,-0.26,0.345498157310289,NA
"566","SNDE",-0.697143,6.75,1.08,NA,69,2.44,1.39,NA,59392,33675.07,-14.3224,NA,"Sundance Energy Australia Ltd.",NA,-0.788854,-0.788854,-0.545609,-0.697143,-0.369048,-0.4,0,0.382609,0.242188,-0.076869,NA,"2019-11-04",NA,-0.11,1.1717087965118,NA
"567","SNDL",0.036557,13.22,6.89,826971990,NA,9.66,9.66,56580313.4,506957.2,827749.73,NA,NA,"Sundial Growers, Inc.",94081000,NA,NA,NA,0.036557,0.036557,0.036557,0.036557,-0.158852,-0.248718,0.09601,NA,"2019-11-27",NA,NA,1.55870696314079,NA
"568","SNSS",-0.526053,2.25,0.2,65311464,29,0.8184,0.8413,59336172.192,776694.6,434466.5,-0.5259,NA,"Sunesis Pharmaceuticals, Inc.",72528000,-0.994359,-0.954071,-0.574194,-0.526053,1.046591,0.066564,0.154783,0.06568,0.184868,-0.0995,NA,"2019-11-11",NA,-1.71,1.21608125622999,NA
"569","STKL",-0.67483,7.95,1.98,210178990,2000,3.54,2.63,85341639.922,524336.9,514815.6,-1.0652,NA,"SunOpta, Inc.",87941000,-0.107459,-0.687334,-0.526174,-0.67483,-0.40399,-0.369393,-0.343407,0.076577,-0.111524,-0.008299,NA,"2019-11-06",NA,-2.24,0.25335889784654,NA
"570","SPWR",0.966565,16.04,4.55,1844312320,6600,8.38,12.48,62688232.768,1777771.6,2417894.4,-1.5413,NA,"SunPower Corp.",142528000,-0.702947,-0.770909,0.095652,0.966565,1.552268,1.009317,0.562802,-0.02192,-0.037202,0.052889,NA,"2019-10-30",NA,-8.4,1.66799189497692,NA
"571","RUN",0.31051,21.42,8.81,1935811220,4400,15.48,17.33,103479694.339,1442239.4,1932073.7,-0.2114,NA,"SunRun, Inc.",117607000,0.528319,0.528319,2.345528,0.31051,0.499089,0.109912,-0.036864,0.043754,-0.104461,0.102478,NA,"2019-11-11",NA,-77.86,1.64468392132465,NA
"572","SUNW",-0.141689,13.79,1.72,14697900,208,4.01,3.3,4380352.146,89988.7,78337.43,-1.8331,NA,"Sunworks, Inc.",4666000,-0.987766,-0.278306,0.201439,-0.142857,0.5,-0.042553,-0.373346,0.071429,-0.180328,0.184211,NA,"2019-11-08",NA,-1.72,0.577291320955441,NA
"573","SLGG",-0.352941,11.55,3.9,47135000,46,7.31,6.6,7513259.01,75656.8,62144.57,-4.7772,NA,"Super League Gaming, Inc.",8570000,-0.017647,-0.017647,-0.017647,-0.352941,-0.352941,-0.153846,-0.299363,-0.164134,-0.236111,0.270208,NA,"2019-11-27",NA,-1.15,0.555374374637242,NA
"574","SPCB",-0.501667,1.87,0.8582,13417326,215,1.3259,1.0199,8840551.95,87736,51831.87,-0.3213,NA,"SuperCom Ltd.",14958000,-0.936445,-0.803841,-0.441406,-0.501667,-0.385616,-0.437618,-0.191892,-0.153774,-0.116256,-0.024894,NA,"2019-11-13",NA,-2.79,0.238812160602085,NA
"575","SCON",-0.645933,2.58,0.48,4072220,25,1.2252,0.8077,5177948.796,86331.6,79088.8,-2.8544,NA,"Superconductor Technologies, Inc.",5503000,-0.999904,-0.995499,-0.911732,-0.645933,-0.45708,-0.5375,-0.038961,0.016484,-0.159091,-0.108434,NA,"2019-11-11",NA,-0.26,0.507558993250946,NA
"576","SGC",-0.16092,20.73,12.79,245011360,2906,16.8,15.37,8463555.864,22652.5,24946.6,1.0617,0.4,"Superior Group of Cos., Inc.",15256000,1.955516,1.046827,-0.091357,-0.16092,-0.114175,-0.004957,-0.115152,0.226891,0.060066,0.017744,0.024906600249066,"2019-10-24","2019-08-13",15.13,0.793399596308158,NA
"577","SUPN",-0.385652,51.38,25.32,1482208740,448,34.32,29.63,50689126.254,528608.2,609729.5,2.0069,NA,"Supernus Pharmaceuticals, Inc.",52449000,6.139665,4.024902,0.201881,-0.385652,-0.137626,-0.263487,-0.058628,0.027263,-0.119352,0.005336,NA,"2019-11-11",NA,14.08,1.31294213171667,NA
"578","SPRT",-0.391941,3.03,1.48,31488540,2035,2.07,1.59,16529510.724,49918.6,71084.8,-0.3538,NA,"Support.com, Inc.",18969000,-0.682963,-0.682963,-0.061404,-0.391941,-0.330645,-0.231481,0.044025,0,0.070968,0.012195,NA,NA,NA,-4.69,0.178174342493005,NA
"579","SURF",-0.78125,12.65,1.85,62401920,76,4.09,2.23,11454067.422,20585.5,17891.87,-1.5837,NA,"Surface Oncology, Inc.",27858000,-0.633158,-0.633158,-0.633158,-0.78125,-0.485057,-0.566731,-0.306502,0.092683,0.087379,0.04186,NA,"2019-11-12",NA,-1.41,1.28959656604919,NA
"580","SGRY",-0.438776,17.25,5.37,408185250,11000,10.23,7,20506583.759,441831.7,429290.83,-5.0468,NA,"Surgery Partners, Inc.",49477000,-0.378244,-0.378244,-0.369188,-0.438776,-0.181548,-0.394273,-0.071991,0.370432,0.227679,0.072822,NA,"2019-11-08",NA,-1.63,1.61041478720456,NA
"581","SRDX",-0.383485,80.5,38.06,639608310,338,46.45,43.27,13026113.631,102916.9,96333.83,0.1697,NA,"SurModics, Inc.",13491000,0.412934,1.232802,0.964474,-0.383485,0.021547,-0.003154,0.159736,0.033348,0.088884,0.070445,NA,"2019-11-07",NA,279.38,1.38386544752911,NA
"582","STRO",-0.298684,15.9,7.69,244412480,158,10.46,9.96,8816182.848,77864.8,57337.9,-1.7382,NA,"Sutro Biopharma, Inc.",22928000,-0.321711,-0.321711,-0.321711,-0.298684,0.056492,-0.051601,-0.041367,0.20452,0.05754,0.214123,NA,"2019-11-14",NA,-6.13,-0.434890165950306,NA
"583","SSSS",-0.086207,8.39,4.99,124954920,NA,6.38,6.43,19375989.282,89572.3,97179.97,0.0848,NA,"Sutter Rock Capital Corp.",19647000,NA,NA,NA,-0.086207,0.220729,-0.087518,-0.064706,0.004739,0.014354,-0.00157,NA,"2019-11-07",NA,75,0.759107116713123,NA
"584","SIVB",-0.305145,330.5,177.7,11408673040,2900,223.02,208.16,51273728.767,500518.1,522079.97,21.7824,NA,"SVB Financial Group",51539000,13.041417,1.48995,0.400783,-0.305145,0.13031,-0.115515,0.0177,0.131061,0.075555,0.014808,NA,"2019-10-24",NA,10.16,1.55704373518479,NA
