"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield","exDividendDate"
"246","KW",0.051064,22.75,17.25,3168530820,375,20.66,21.16,122249986.46,530222.6,367392.23,0.6262,"Kennedy-Wilson Holdings, Inc.",142534000,5.604106,0.024568,0.134509,0.051064,0.217415,0.057564,0.065165,0.079126,-0.006258,0.026316,"2019-11-02",35.5,0.774993473350088,0.82,"2019-09-27",0.0368870895186685,"2019-09-27"
"247","KEN",0.158824,21.7,13.67,1162418200,112,19.18,20.65,26130689.088,3031.8,1719.9,-1.878,"Kenon Holdings Ltd.",59006000,0.127746,0.127746,0.535012,0.158824,0.223602,0.028184,-0.016475,-0.066183,-0.072098,-0.0199,NA,-10.49,0.462830862937383,NA,NA,NA,"2018-12-06"
"248","KDP",0.125868,31.06,22.19,38755962500,25500,27.61,27.92,266546769.75,3142352.5,2669969.4,0.6862,"Keurig Dr Pepper, Inc.",1406750000,0.088355,-0.480593,-0.676768,0.125868,0.089794,0.006577,-0.037723,0.004741,-0.019573,0.029907,"2019-11-11",40.15,0.514223104265617,0.6,NA,0.0217785843920145,"2019-07-03"
"249","KEG",-0.88685,13.88,0.96,30214200,2600,2.83,2.04,9621609.915,471824.5,377212.4,-4.3638,"Key Energy Services, Inc.",20415000,-0.864935,-0.864935,-0.842629,-0.88685,-0.324201,-0.704,-0.129412,0.064748,-0.40081,0.072464,"2019-11-04",-0.34,2.39041783055917,NA,NA,NA,NA
"250","KEY",-0.083751,20.96,13.65,18329560200,18180,16.8,17.13,998486488.92,10168619,9297100.7,1.6853,"KeyCorp",1003260000,-0.233304,0.298091,-0.053026,-0.083751,0.216378,0.048794,0.065306,0.141875,0.062209,0.033956,"2019-10-17",10.84,1.04024979602718,0.68,NA,0.0372194854953476,"2019-08-26"
"251","KEYS",0.513374,101.58,53.21,18679017240,12900,81.51,91.26,186309785.142,1552223.7,1964242.03,1.6596,"Keysight Technologies, Inc.",187578000,2.12,2.12,1.257684,0.513374,0.621296,0.166999,0.18788,0.185335,0.130306,0.009632,"2019-11-21",60,1.46057196319602,NA,NA,NA,NA
"252","KRC",0.06383,80.66,59.05,7673264000,276,73.91,77.57,98589629.612,466937,450153.4,2.6984,"Kilroy Realty Corp.",100964000,2.519005,0.283122,0.097671,0.06383,0.236979,0.006889,-0.01758,-0.007444,-0.028133,-0.010288,"2019-10-23",28.16,0.640747231417847,1.85,"2019-09-27",0.0243421052631579,"2019-09-27"
"253","KRP",-0.378261,23,13.01,676509291,17,16.42,15.21,11480859.968,44119.5,51461.97,-0.9958,"Kimbell Royalty Partners LP",23494000,-0.182171,-0.182171,-0.114376,-0.378261,0.021429,-0.212121,-0.103448,-0.013112,-0.05735,-0.029192,"2019-11-07",-14.36,0.749570495574854,1.65,NA,0.115384615384615,"2019-08-02"
"254","KMB",0.137055,143.16,100.32,45575522000,41000,125.65,137.72,343188396.2,2113040,1652301.27,5.22,"Kimberly-Clark Corp.",344200000,1.807903,0.152772,-0.003273,0.137055,0.184453,0.117856,-0.038068,-0.031453,-0.025466,-0.006453,"2019-10-22",25.37,0.410856189376086,4.06,NA,0.0306623366815195,"2019-09-05"
"255","KIM",0.205512,20.45,14.29,8492591640,533,17.72,18.79,401050821.483,5178878.1,4108353.17,0.8044,"Kimco Realty Corp.",422097000,0.036869,-0.212069,-0.059187,0.205512,0.379973,0.124651,0.074212,0.092884,0.055614,0.018219,"2019-10-24",25.01,0.660284739461434,1.12,"2019-10-01",0.0556660039761431,"2019-10-01"
"256","KMI",0.133444,21.49,14.62,46339986000,11012,19.33,20.47,1942584890.4,11889916.8,13410810.73,0.9981,"Kinder Morgan, Inc.",2263800000,-0.568958,-0.406955,-0.035236,0.133444,0.29557,0.024525,-0.002923,0.033838,0.012865,0.00294,"2019-10-17",20.51,0.832612622154151,0.85,NA,0.04152418172936,"2019-07-30"
"257","KFS",-0.088525,3.21,1.81,60570640,NA,2.5,2.76,13511915.352,7923.6,12782.47,-0.9036,"Kingsway Financial Services, Inc.",21788000,-0.942904,-0.621436,-0.595,-0.088525,0.116466,0.235556,0.073359,0.00361,0.008891,-0.021127,NA,-3.08,0.428214918429475,NA,NA,NA,NA
"258","KGC",0.633218,5.32,2.38,5911800000,NA,3.62,4.6,1242670380,17371373.2,17061412.17,0.0032,"Kinross Gold Corp.",1252500000,-0.477002,-0.230576,-0.194226,0.633218,0.45679,0.404762,0.333333,-0.024793,0.032823,-0.018711,"2019-11-06",1475,-0.400511370470585,NA,NA,NA,NA
"259","KEX",0.017055,86.44,60.63,4965276780,3050,75.58,75.42,55669624.19,414922.1,395427.8,1.82,"Kirby Corp.",59902000,5.923577,-0.201874,0.21397,0.017055,0.219688,0.137349,0.045008,0.164022,0.107119,0.054312,"2019-10-30",45.54,1.37478900288652,NA,NA,NA,NA
"260","KL",1.298265,51.08,17.26,8907809820,2178,35.34,45.58,195546603.693,1914543.7,1693079.3,1.7977,"Kirkland Lake Gold Ltd.",210189000,2.026652,14.019686,3.673675,1.298265,0.624377,0.234129,0.110878,-0.06652,-0.038348,-0.094444,"2019-10-30",23.57,-0.412211974805331,0.122543545323612,"2019-09-27",0.00289154189059962,"2019-09-27"
"261","KRG",-0.04991,17.2,13.66,1326915600,144,15.62,15.18,83373802.356,475884,435449.57,-0.2789,"Kite Realty Group Trust",83982000,-0.681923,-0.331987,-0.144778,-0.04991,0.127766,0.001902,-0.013117,0.066127,0.010877,0.024643,"2019-11-05",-56.65,0.802233015341175,1.27,"2019-09-19",0.080379746835443,"2019-09-19"
"262","KKR",0.022166,28.72,18.3,23701932844,1301,23.74,25.91,524322839.04,2528171,2665567.4,2.7382,"KKR & Co., Inc.",545624000,-0.005761,0.096686,0.289221,0.022166,0.433741,0.165286,0.18243,0.157137,0.119379,0.044172,"2019-10-24",10.27,1.44313153718182,0.545,NA,0.0193743334518308,"2019-08-02"
"263","KIO",-0.069753,16.73,13.28,NA,NA,15.43,15.57,NA,90467.1,98017.97,NA,"KKR Income Opportunities Fund",0,-0.19196,-0.112093,-0.086882,-0.069753,0.070588,-0.008333,-0.017154,0.011111,-0.023975,0.003894,NA,NA,0.34141967635418,NA,NA,NA,NA
"264","KREF",-0.037073,21,18.54,1133332620,NA,19.96,19.62,51239035.632,295448.8,316181.4,1.4445,"KKR Real Estate Finance Trust, Inc.",57413000,-0.079982,-0.079982,-0.07915,-0.037073,0.028661,-0.033301,-0.030452,0.04666,-0.006543,0.011789,"2019-11-04",13.67,0.362452821095745,1.72,NA,0.0871327254305978,"2019-06-27"
"265","KNX",-0.004398,39.26,23.27,6175944640,22800,32.2,34.71,122164004.448,2362520.9,2193974.83,2.436,"Knight-Swift Transportation Holdings, Inc.",170512000,2.734668,0.430782,-0.003593,0.016559,0.401703,0.047123,0.148019,0.092939,0.042902,-0.026606,"2019-11-11",14.87,1.4713254094687,0.24,NA,0.00662617338487024,"2019-08-30"
"266","KNL",0.097434,25.89,15.72,1255848480,3541,20.81,23.39,48530455.152,179073.1,182298.3,1.7336,"Knoll, Inc.",49776000,0.25913,0.222285,-0.090452,0.100785,0.522631,0.255224,0.166436,0.097911,0.061422,0.059194,"2019-10-18",14.55,0.924716154406767,0.62,"2019-09-13",0.0245739199365834,"2019-09-13"
"267","KNOP",-0.152144,22.4,17.18,613993320,502,19.07,19.12,24034536.384,64924,79030.73,1.4953,"KNOT Offshore Partners LP",32694000,-0.102799,-0.271881,-0.140659,-0.148299,0.039867,-0.028453,-0.008971,0.0016,-0.01469,-0.003185,"2019-11-07",12.56,0.523387405715199,2.08,NA,0.110756123535676,"2019-07-25"
"268","KN",0.292184,21.42,12.2,1897925450,8000,17.04,19.51,87836682.3,972984.5,823230.2,0.7199,"Knowles Corp.",91115000,-0.338794,-0.36534,0.063341,0.304321,0.559132,0.25861,0.207536,0.042021,0.059512,-0.018379,"2019-10-23",28.93,1.36866667264579,NA,NA,NA,NA
"269","KSS",-0.348095,83.28,43.33,8385992900,129000,60.01,48.96,157938957.818,3971843,4767253.13,4.5615,"Kohl's Corp.",159127000,0.223584,0.285448,0.753627,-0.3351,-0.222714,-0.237448,0.110175,0.157987,0.050219,0.018751,"2019-11-19",11.55,1.07451116481429,2.56,NA,0.0485768500948767,"2019-09-10"
"270","PHG",0.044153,48.27,32.98,NA,77400,40.93,46.09,901153111.907,468845.5,507065.73,1.7016,"Koninklijke Philips NV",NA,1.620539,0.315211,0.15928,0.044153,0.37626,0.183598,0.165122,0.058263,0.024887,0.030192,"2019-10-28",28.07,0.879120478189399,NA,NA,NA,NA
"271","KTB",-0.080829,39.3,25.78,2018066920,17000,31.27,32.19,56484202.861,586435.4,693834.73,NA,"Kontoor Brands, Inc.",56879000,NA,NA,NA,-0.080829,-0.080829,-0.080829,0.25371,0.154196,0.179914,0.000564,"2019-11-27",NA,-0.103835857630894,NA,NA,NA,"2019-09-09"
"272","KOP",-0.076161,33.5,15,617180720,2229,25.22,27.2,19633772.093,93576.8,80089.57,1.5065,"Koppers Holdings, Inc.",20683000,0.840635,-0.230013,-0.254756,-0.087462,0.627932,0.122226,0.093842,0.064574,0.158835,0.073768,"2019-11-08",19.81,1.27704322085041,NA,NA,NA,"2014-11-13"
"273","KEP",-0.172205,15.78,9.9,NA,46377,12.71,10.84,1283926716.072,186328.5,183965.9,-0.902,"Korea Electric Power Corp.",NA,0.508238,-0.408843,-0.404702,-0.172205,-0.270792,-0.288774,0.012004,0.067186,-0.028369,0.04381,"2019-11-05",-12.15,0.409854201233835,NA,NA,NA,NA
"274","KF",-0.230425,37.24,24.89,140434560,NA,29.06,26.7,5102678.511,4077.8,4430.2,-9.4598,"The Korea Fund, Inc.",5103000,-0.747094,-0.271541,-0.25951,-0.230285,-0.016964,-0.062181,-0.002717,0.102323,0.037505,0.023615,NA,-2.91,0.75345383882927,NA,NA,NA,NA
"275","KFY",-0.237582,50.74,34.35,2139402720,8678,43.5,38.65,55298802.352,648008.7,419964.43,1.8284,"Korn Ferry",55976000,5.528926,0.663158,0.462963,-0.20804,-0.045455,-0.198574,-0.163676,-0.012913,-0.003909,0.000262,"2019-12-09",20.9,1.38316492151513,0.4,"2019-09-26",0.010465724751439,"2019-09-26"
"276","KOS",-0.306843,9.75,3.53,2521162520,380,5.83,6.05,377925473.42,3116287.3,3659048.17,-0.263,"Kosmos Energy Ltd.",401459000,-0.645833,-0.393427,-0.054173,-0.302222,0.524272,0.046667,0.048414,0.003195,0.113475,-0.029366,"2019-11-06",-23.88,1.56010804574048,0.0452,NA,0.00719745222929936,"2019-09-04"
"277","KRA",-0.278957,50.2,19.13,1087550100,1918,29.15,29.2,31043055.42,170148.3,176235.63,3.5734,"Kraton Corp.",31707000,1.362694,0.251765,-0.055062,-0.268501,0.497817,0.03688,0.321773,0.242754,0.2052,0.119817,"2019-10-23",9.6,1.86116278068953,NA,NA,NA,NA
"278","KR",-0.056475,31.98,20.7,21010230000,453000,25.36,22.83,794629647,12750072.4,10969860.67,2.0487,"The Kroger Co.",8.01e+08,2.81454,0.109385,-0.110996,-0.090499,-0.039194,0.068432,0.076765,0.157546,0.179406,0.041286,"2019-12-06",12.8,0.588468740054864,NA,NA,NA,"2019-08-14"
"279","KRO",-0.266358,17.83,9.65,1467262020,2195,13.22,12.24,22270420.248,323874.5,336625.87,1.0043,"Kronos Worldwide, Inc.",115806000,0.501163,-0.164942,-0.226946,-0.248071,0.05848,-0.096935,-0.123183,0.199811,0.046243,0.061139,"2019-11-08",12.62,1.26866973448234,0.7,NA,0.0552486187845304,"2019-09-04"
"280","KT",-0.177936,15.42,10.86,NA,NA,12.75,11.52,490267351.21088,477013.8,491955.97,1.1605,"KT Corp.",NA,-0.310896,-0.245943,-0.243582,-0.177936,-0.199584,-0.123007,-0.034281,0.052871,-0.006879,0.022124,"2019-11-01",9.95,0.232425264821497,NA,NA,NA,NA
"281","LB",-0.348637,38,15.82,5215517040,88900,25.38,22.17,228888506.96,6600252.9,6863161.73,2.0916,"L Brands, Inc.",276392000,1.007831,-0.51976,-0.507491,-0.336498,-0.282782,-0.312568,-0.16245,-0.073183,-0.218957,0.05596,"2019-11-21",9.02,1.21926040346566,1.8,NA,0.095389507154213,"2019-08-22"
"282","SCX",-0.087097,9.32,4.62,39025700,1603,6.61,5.88,5462845.843,17613.2,19115.03,0.8722,"The L.S. Starrett Co.",6209000,-0.444061,-0.413693,-0.174359,-0.079675,0.017986,-0.269677,-0.185612,0,-0.024138,0.010714,NA,6.49,0.626534058161034,NA,NA,NA,"2016-09-16"
"283","LHX",0.25941,216.65,123.24,46173183750,18200,173.67,204.34,221390455.85,1457935.2,1392098.8,8.0336,"L3Harris Technologies, Inc.",222575000,NA,NA,NA,0.24632,0.558134,0.270361,0.080075,-0.016219,0.014822,-0.006561,NA,25.82,0.622627700217601,2.74,NA,0.0132080019281755,"2019-09-03"
"284","LH",-0.003815,178.44,119.38,16835664000,61000,155.76,169.47,97142914.6,540866.2,544353.7,8.5391,"Laboratory Corp. of America Holdings",97700000,4.61575,0.675851,0.163514,0.005896,0.362968,0.112531,0.03726,0.037135,0.045821,-0.000928,"2019-10-28",20.18,0.821144186124169,NA,NA,NA,NA
"285","LADR",-0.010477,18.82,14.75,2035459861,74,16.85,16.87,98359426.308,674121.5,573178.7,1.4456,"Ladder Capital Corp.",107574000,0.034726,-0.00734,0.210744,-0.008746,0.094656,-0.009901,0.034693,0.022249,-0.001175,0.00295,"2019-11-11",11.76,0.622480624572062,1.345,NA,0.0791176470588235,"2019-09-09"
"286","LAIX",-0.604743,16.5,4.85,NA,2790,9.75,8.47,NA,222491.9,135275.97,-2.0873,"LAIX, Inc.",NA,-0.14117,-0.14117,-0.14117,-0.604743,-0.382716,-0.517375,-0.488753,-0.416569,-0.491353,-0.025341,"2019-11-26",-2.4,0.278810444854023,NA,NA,NA,NA
"287","LW",0.060873,83.86,58.83,10510379100,7600,68.9,67.84,144730323.828,736069.4,838357.77,3.191,"Lamb Weston Holdings, Inc.",145674000,0.985294,0.985294,0.623377,0.081871,-0.0205,0.032189,0.205514,0.048539,0.075902,0.015339,"2019-10-01",22.61,0.310141835331681,0.7825,NA,0.0108454608454608,"2019-08-01"
"288","LCI",1.708738,15.52,3.33,563663700,1020,7.14,7.7,31415826.624,4623982.2,2867759.97,-7.2411,"Lannett Co., Inc.",40406000,-0.20837,-0.732941,-0.575701,1.846939,1.607477,0.770305,1.632075,1.060561,1.162791,0.166388,"2019-11-11",-1.93,1.55387349607451,NA,NA,NA,NA
"289","LPI",-0.673195,9.03,2.26,634044900,360,3.24,2.78,179195099.47,5886550.6,5845734.13,1.598,"Laredo Petroleum, Inc.",237470000,-0.805525,-0.882628,-0.71521,-0.679087,-0.286096,-0.12459,0.098765,-0.053191,-0.12459,0.015209,"2019-11-11",1.67,1.91703894359654,NA,NA,NA,NA
"290","LVS",-0.033708,69.6,47.39,45679279260,51500,59.09,58.25,336599477.718,4059285.7,3952647.43,2.4997,"Las Vegas Sands Corp.",769789000,0.429768,-0.143794,0.163811,-0.030867,0.095643,-0.012317,0.039958,0.132443,0.043249,0.021694,"2019-10-18",23.74,1.4411371635766,3.04,"2019-09-17",0.0512301988540613,"2019-09-17"
"291","LTM",0.04126,12.3,7.62,NA,41170,10.11,9.15,NA,242926.1,410375,0.1271,"LATAM Airlines Group SA",NA,8.243377,-0.368078,-0.227092,0.04126,-0.084924,-0.187976,0.064373,0.108671,0.04013,0.092255,"2019-11-14",75.45,1.12307477215936,NA,NA,NA,NA
"292","LGI",-0.084911,17.95,12.4,NA,NA,15.22,15.86,NA,24079,22560.6,NA,"Lazard Global Total Return & Income Fund, Inc.",0,-0.2215,-0.130653,-0.012682,-0.084911,0.186756,0.051417,0.021781,0.047275,0.012056,0.006944,NA,NA,0.738925717509391,NA,NA,NA,NA
"293","LAZ",-0.213766,49.24,31.07,4041208420,2996,36.38,35.42,104109908.448,741627.5,642292.07,3.329,"Lazard Ltd.",106882000,0.591667,-0.226094,-0.1141,-0.203161,0.003716,0.009613,0.138855,0.141606,0.057622,0.015034,"2019-10-24",11.36,1.33227015196455,1.79,NA,0.0473419730230098,"2019-08-02"
"294","LOR",-0.074656,10.46,8.1,NA,NA,9.55,9.59,NA,35279,34896.7,NA,"Lazard World Dividend & Income Fund, Inc.",0,-0.504748,-0.312283,-0.086636,-0.074656,0.100467,-0.030864,-0.021807,0.018378,-0.035824,0.015086,NA,NA,0.678708770957252,NA,NA,NA,NA
"295","LZB",0.010992,36.63,25.3,1544018630,9700,31.45,31.76,45058763.186,257409.5,333722.13,1.455,"La-Z-Boy, Inc.",46633000,1.02093,0.450751,0.213264,0.034688,0.204438,-0.017507,0.094907,0.042835,0.02858,0.045469,"2019-11-27",22.76,0.931809722785798,0.51,NA,0.0154032014497131,"2019-09-05"
"296","LCII",-0.012795,97.9,59.68,2355697380,10260,83.14,88.15,23913619.326,151634.4,187714.77,5.4217,"LCI Industries, Inc.",25026000,10.740717,0.790028,-0.030554,-0.008636,0.405135,0.175743,0.061218,0.09811,0.058354,0.071607,"2019-10-31",17.36,1.29912073918503,2.45,NA,0.0260278338468076,"2019-09-05"
"297","LEAF",-0.533333,10.65,3.93,122268300,346,7.18,5.43,16220336.88,32833.3,47142.03,-1.0977,"Leaf Group Ltd.",26070000,-0.265455,-0.265455,-0.265455,-0.528643,-0.334752,-0.448235,-0.314327,-0.022917,-0.222222,0.044543,"2019-11-07",-4.27,1.01630181718984,NA,NA,NA,NA
"298","LEA",-0.218725,167.86,105.1,7712677980,169000,135.78,121.27,60824849.967,682163.6,601151.47,13.9592,"Lear Corp.",61047000,6.947994,0.714729,0.004826,-0.195799,0.0192,-0.108524,-0.054129,0.159402,0.044737,0.019529,"2019-10-21",9.05,0.997086369805614,2.9,NA,0.0229539338293494,"2019-08-28"
"299","LEE",-0.235714,3.69,1.77,123741220,3056,2.51,2.01,52735616.814,198410.6,230295.83,0.3171,"Lee Enterprises, Inc.",57823000,-0.913934,-0.338983,0.186957,-0.221818,0.019048,-0.385057,-0.004651,0.059406,0.014218,0.108808,NA,6.75,0.641116445083395,NA,NA,NA,NA
"300","LGC",0.053775,10.21,9.53,382125000,NA,10.02,10.15,3e+07,117858,290397,0.0779,"Legacy Acquisition Corp.",3e+07,0.04456,0.04456,0.04456,0.050515,0.039796,0.017982,0.003941,0.003941,0.004931,0.000982,NA,130.81,-0.0279202306541969,NA,NA,NA,NA
"301","LM",0.285389,40.27,23.25,3426546000,3246,32.64,37.67,85235548.62,576133.6,598856.63,-0.6598,"Legg Mason, Inc.",86748000,0.038907,-0.281184,-0.065421,0.286226,0.531008,0.364893,0.097222,0.081303,0.040021,0.023316,"2019-10-23",-59.87,1.02713417842052,1.42,"2019-10-09",0.0359493670886076,"2019-10-09"
"302","LMHA",0.01374,27.59,23.08,2304026880,NA,26.35,27.02,NA,23189.4,14180.13,NA,"Legg Mason, Inc.",0,0.058191,0.058191,-0.004848,0.01374,0.073565,-0.001879,0.00568,-0.020288,-0.018477,-0.036634,NA,NA,0.167730019034531,NA,NA,NA,NA
"303","LMHB",0.029292,26.19,19.57,2194724400,NA,24.16,25.57,NA,49895.4,49809.4,NA,"Legg Mason, Inc.",0,-0.006426,-0.006426,0.032554,0.029292,0.197917,0.044591,0.024291,-0.013645,-0.01249,-0.033244,NA,NA,0.198681997752918,NA,NA,NA,NA
"304","LEG",-0.092026,46.57,33.48,5538831100,22000,39.8,38.83,129862779.25,1149526.7,1077435.23,2.1635,"Leggett & Platt, Inc.",131470000,1.17462,0.215888,-0.249766,-0.084329,0.169953,-0.023638,0.120181,0.094002,0.094002,0.042306,"2019-10-28",19.47,1.04664541745796,1.54,NA,0.0365535248041775,"2019-09-12"
"305","JBK",0.066804,27.3,24,NA,NA,25.68,25.45,NA,3017.5,1446.3,NA,"Corporate Backed Trust Certificates",0,0.0602459016393444,0.100851063829787,0.131176213379974,0.0668041237113402,0.0278108859753675,0.020915548539858,0.00349107835531419,-0.00115830115830107,0.0245544554455446,-0.000772499034376191,NA,NA,-0.0407125145419583,NA,NA,NA,NA
"306","KTH",0.035759,33.43,29.12,NA,NA,30.91,32.29,NA,459.8,468.87,NA,"Corporate Backed Trust Certificates",0,0.142075,0.001524,-0.0577,0.035947,0.119525,0.083534,0.068671,0.034853,0.009352,0.007074,NA,NA,-0.051282101501839,NA,NA,NA,NA
"307","KTN",0.052632,33.3,28.09,NA,NA,31.08,32.19,NA,1244.8,979.7,NA,"Corporate Backed Trust Certificates",0,0.170967,0.039571,-0.048081,0.052632,0.099656,0.039298,0,-0.00806,-0.010207,-0.000937,NA,NA,-0.00945103510147389,NA,NA,NA,NA
"308","KTP",-0.332282,9.82,5.5,NA,NA,7.35,6.77,NA,24593.2,22717.53,NA,"Corporate Backed Trust Certificates",0,-0.658776,-0.569335,-0.576731,-0.332282,-0.131327,-0.230303,-0.037879,0.027508,-0.098011,-0.040785,NA,NA,0.48807825104983,NA,NA,NA,NA
"309","LDOS",0.205845,89,50.33,12341602560,32000,70.05,83.42,142584912.96,1253497.2,2558174.9,4.4882,"Leidos Holdings, Inc.",143808000,0.019114,0.977321,0.390171,0.215925,0.648799,0.351709,0.096741,0.023861,0.048375,0.010598,"2019-10-21",19.12,0.941701512285168,1.28,"2019-09-13",0.0149149382428338,"2019-09-13"
"310","LEJU",-0.225664,2.31,1.04,NA,2601,1.52,1.39,135757038.037938,177351.9,144745.87,0.0293,"Leju Holdings Ltd.",NA,-0.848229,-0.817073,-0.42492,-0.225664,0.30597,0.047904,0.335878,0.62037,0.4,-0.011299,"2019-11-20",59.73,0.94792844410093,NA,NA,NA,"2015-04-08"
"311","LC",-0.110059,20.15,12.3,1311021760,1768,15.19,14.42,85363032.658,517170.2,650742.43,-0.7806,"LendingClub Corp.",87169000,-0.856594,-0.856594,-0.4,-0.110059,0.109963,-0.010526,0.026621,0.093818,0.063649,0.053221,"2019-11-05",-19.27,1.47763775323891,NA,NA,NA,NA
"312","LEN",0.02075,55,37.29,17273468520,11626,48.31,49.5,278731150.971,2639835,3111868.23,5.8431,"Lennar Corp.",284403000,0.893718,0.344658,0.04012,0.048084,0.341842,0.120351,0.011507,0.088731,0.117549,0.022502,"2019-09-18",9.18,0.743972631434233,0.16,NA,0.00298396120850429,"2019-07-10"
"313","LEN.B",0.003315,43.65,29.8,13649326020,11626,38.65,39.43,15444020.427,38771,45573.73,5.8431,"Lennar Corp.",37743000,0.708794,0.300656,0.006204,0.027152,0.320761,0.109162,-0.000708,0.081695,0.106844,0.015093,"2019-09-18",7.25,0.725978325882667,0.16,NA,0.00377625678546141,"2015-07-06"
"314","LII",0.039409,298.49,177.36,9100610000,11350,252.84,260.28,34687342.912,486564.5,339722.53,9.1468,"Lennox International, Inc.",38726000,17.559589,2.23199,0.622478,0.049295,0.087309,-0.068385,-0.136886,-0.082461,-0.071953,-0.025826,"2019-10-21",25.69,0.847825922920569,2.69,NA,0.0114468085106383,"2019-06-27"
"315","LHC",0.048205,10.79,9.22,204400000,NA,10.08,10.19,2e+07,90639.3,190680.3,-0.0034,"Leo Holdings Corp.",2e+07,0.079581,0.079581,0.079581,0.048205,0.053608,0.023023,-0.010649,0.001961,0.000979,0.001961,NA,-3005.88,-0.00142327883614628,NA,NA,NA,NA
"316","LEVI",0.058824,24.5,16,7064998560,15100,20.51,18.37,41661038.167,925512.9,959588.2,1.0423,"Levi Strauss & Co.",42167000,0.334706,0.334706,0.334706,0.058824,0.058824,0.058824,-0.175447,0.104294,-0.04661,-0.010445,"2019-10-07",17.27,-0.415966053700453,NA,NA,NA,NA
"317","LXP",0.233211,10.67,7.66,2502396200,60,9.3,9.97,241124703.782,3221720.9,2116004.43,1.2195,"Lexington Realty Trust",247762000,-0.411667,-0.162557,-0.06998,0.22871,0.243842,0.132287,0.042312,-0.041746,0.050989,0.015075,"2019-11-06",8.28,0.583968375478325,0.56,NA,0.0554455445544555,"2019-06-27"
"318","LPL",-0.305616,9.9,5.08,NA,NA,7.77,6.11,715455238.896,407510,408963.6,-0.5467,"LG Display Co., Ltd.",NA,-0.417082,-0.395126,-0.387892,-0.305616,-0.206173,-0.306365,-0.090523,0.234165,0.154399,0.069884,"2019-10-21",-11.76,1.24382116250876,NA,NA,NA,NA
"319","USA",-0.052083,6.87,4.9,NA,NA,6.08,6.29,NA,550877.1,707972.53,NA,"Liberty All-Star Equity Fund",0,-0.067847,0.09913,0.136691,-0.052083,0.184015,0.045977,0.012719,0.05814,0.017572,0.012719,NA,NA,0.940977085329149,NA,NA,NA,NA
"320","ASG",-0.076923,6.69,4.04,225276000,NA,5.44,5.91,31009767.044,96446.1,204176.4,0.7047,"Liberty All-Star Growth Fund, Inc.",37546000,0.10325,0.101145,0.243534,-0.076923,0.342282,0.113173,0.036269,0.061947,0.022147,0.020408,NA,8.51,1.03211669919092,0.45,NA,0.075,NA
"321","LBRT",-0.441662,23.51,9.85,1323665248,2437,14.57,12.35,52584568.896,831655.6,746414.57,1.3638,"Liberty Oilfield Services, Inc.",75144000,-0.218391,-0.218391,-0.218391,-0.4425,-0.171004,-0.314268,-0.200143,-0.05348,-0.156581,0.064947,"2019-10-29",8.18,1.41144092919213,0.2,NA,0.0179372197309417,"2019-09-05"
"322","LPT",0.167472,53.39,39.82,7999519500,271,48.39,51.65,156461616.738,2070106.9,1164011.87,3.2136,"Liberty Property Trust",157626000,0.585942,0.309763,0.211914,0.163991,0.24235,0.051378,0.004354,-0.025912,-0.001181,-0.010914,"2019-10-21",15.79,0.581496564064293,1.62,NA,0.0319211822660099,"2019-06-28"
"323","LSI",0.060907,106.43,88.92,4777893000,1953,97.69,101.58,45943439.1,361604.1,372626.4,4.4816,"Life Storage, Inc.",46650000,7.704668,7.704668,0.304061,0.05154,0.134973,0.080608,0.041065,-0.006788,0.018091,-0.022617,"2019-10-30",22.85,0.260261550784644,4,NA,0.0390548720952939,"2019-07-15"
"324","LITB",0.150442,1.8,0.6,NA,1181,1.23,1.43,67170301.0331455,15202.7,10039.67,-0.9518,"LightInTheBox Holding Co., Ltd.",NA,-0.868415,-0.69446,-0.383992,0.150442,0.27451,0.140351,-0.150327,-0.097222,-0.097222,-0.071429,NA,-1.37,0.205990308956448,NA,NA,NA,NA
"325","LNC",-0.082838,71.27,48.07,12345902310,11034,60.35,59.29,198511578.993,1407630.9,1624731.9,7.19,"Lincoln National Corp.",200193000,1.337767,0.364732,-0.026669,-0.072213,0.196779,-0.025134,-0.012332,0.152926,0.051313,0.072522,"2019-11-01",8.58,1.33494973156663,1.44,"2019-10-09",0.0233500891843684,"2019-10-09"
"326","LIN",0.224027,206.82,145.95,103879966560,80820,179,193.43,539641181.613,1656024.3,1723268.33,10.019,"Linde Plc",540591000,5.211057,0.374077,0.383763,0.216049,0.222392,0.100888,-0.045215,0.017851,0.023707,0.037525,"2019-11-08",19.18,0.714735899229933,3.4,NA,0.0176935886761032,"2019-08-30"
"327","LNN",-0.0196,109.5,73,1014315440,1412,88.62,88.8,10642546.2,82409.8,77542.1,0.5222,"Lindsay Corp.",10786000,3.022573,0.044426,0.01273,-0.016935,-0.02286,-0.017654,0.189476,0.05249,0.050492,0.03443,"2019-10-14",180.08,1.15482727741399,1.24,NA,0.0131858783496384,"2019-08-15"
