symbol,companyName,exchange,industry,website,description,CEO,securityName,issueType,sector,employees,address,address2,state,city,zip,country,phone
ITRI,"Itron, Inc.",NASDAQ,Electronic Equipment/Instruments,http://www.itron.com,"Itron, Inc. is a technology and services company, which engages in the provision of solutions that measure, manage, and analyze energy and water use. It operates through the following segments: Device Solutions, Networked Solutions, and Outcomes. The Device Solutions segment includes hardware products used for measurement, control, or sensing that do not have communications capability embedded for use with its broader Itron systems. The Networked Solutions segment includes a combination of communicating devices (smart meters, modules, endpoints, and sensors), network infrastructure, and associated application software designed and sold as a complete solution for acquiring and transporting robust application-specific data. The Outcomes segment includes company's value-added, enhanced software and services operating segment in which it manage, organize, analyze, and interpret data to improve decision making, maximize operational profitability, drive resource efficiency, and deliver results for consumers, utilities, and smart cities. The company was founded in 1977 and is headquartered in Liberty Lake, WA.",Thomas L. Deitrich,"Itron, Inc.",cs,Electronic Technology,8000,2111 North Molter Road,,WA,Liberty Lake,99019-9469,US,1.509.924.9900
ITRN,Ituran Location & Control Ltd.,NASDAQ,Other Consumer Services,http://www.ituran.com,"Ituran Location & Control Ltd. engages in the provision of stolen vehicle recovery, fleet management, and tracking services. It operates through the following segments: Telematics Services and Telematics Products. The Telematics Services segment consists predominantly of regionally- based stolen vehicle recovery services, fleet management services and value-added services comprised of personal advanced locater services and concierge services. The Telematics Products segment consists of short and medium range two-way machine-to-machine wireless communications products that are used for various applications, including automatic vehicle location, and automatic vehicle identification. The company was founded by Yehuda Kahane and Izzy Sheratzky in February 1994 and is headquartered in Azour, Israel.",Eyal Sheratzky / Nir Sheratzky,Ituran Location and Control Ltd.,cs,Consumer Services,3172,3 Hashikma Street,,Tel,Azour,Aviv,IL,972.3.557.1314
IVAC,"Intevac, Inc.",NASDAQ,Electronic Production Equipment,http://www.intevac.com,"Intevac, Inc. is engaged in the design, manufacture, and marketing of thin-film processing systems; and digital sensors, cameras, and systems. It operates its business through the Thin-film Equipment and Photonics segments. The Thin-film Equipment segment offers vacuum process equipment solutions for high-volume manufacturing of small substrates with precise thin-film properties, such as for the hard drive, solar cell, and DCP industries, as well as other adjacent thin-film markets.The Photonics segment develops digital-optical products for the capture and display of low-light images. The company was founded by Norman H. Pond in October 1990 and is headquartered in Santa Clara, CA.",Wendell Thomas Blonigan,"Intevac, Inc.",cs,Electronic Technology,257,3560 Bassett Street,,CA,Santa Clara,95054,US,1.408.986.9888
JACK,"Jack in the Box, Inc.",NASDAQ,Restaurants,http://www.jackinthebox.com,"Jack in the Box, Inc. engages in operating and franchising a chain of quick-service and fast-casual restaurants. It operates through the Jack in the Box Restaurant segments. The Jack in the Box Restaurant segment offers a broad selection of distinctive products including burgers like Jumbo Jack burgers, and product lines such as Buttery Jack burgers including the Brunchfast menu. The company was founded by Robert Oscar Peterson in 1951 and is headquartered in San Diego, CA.",Leonard A. Comma,Jack in the Box Inc.,cs,Consumer Services,5200,9330 Balboa Avenue,,CA,San Diego,92123,US,1.858.571.2121
JAKK,"JAKKS Pacific, Inc.",NASDAQ,Recreational Products,http://www.jakks.com,"JAKKS Pacific, Inc. engages in the design, development, and sale of toys, consumables, electronics, kid's indoor and outdoor furniture, and other consumer products. It operates through the following business segments: United States and Canada, International and Halloween. The United States and Canada segment includes action figures, vehicles, play sets, plush products, dolls, electronic products, construction toys, infant and pre-school toys, role play and everyday costume play, foot to floor ride-on vehicles, wagons, novelty toys, seasonal and outdoor products, kids' indoor and outdoor furniture, and pet treats, and related products, primarily within the United States and Canada. The International segment is responsible for the marketing and sale of toy products in markets outside of the United States and Canada, primarily in the European, Asia Pacific, and Latin and South American regions. The Halloween segment is the marketing and sale of Halloween costumes and accessories and everyday costume play products, primarily in the United States and Canada. The company was founded by Stephen G. Berman and Jack Friedman in January 1995 and is headquartered in Santa Monica, CA.",Stephen G. Berman,"JAKKS Pacific, Inc.",cs,Consumer Durables,626,2951 28th Street,,CA,Santa Monica,90405,US,1.424.268.9444
JASN,"Jason Industries, Inc.",NASDAQ,Industrial Machinery,http://www.jasoninc.com,"Jason Industries, Inc. engages in the provision of components and manufacturing solutions for industrial equipment, motorcycles, lawn and turf care, rail, and automotive. It operates through the following segments: Finishing, Components, Seating, and Acoustics. The Finishing segment comprises production of industrial brushes, buffing wheels, buffing compounds, and abrasives that are used in a broad range of industrial and infrastructure applications. The Components segment manufactures expanded and perforated metal components, slip-resistant walking surfaces, and subassemblies for smart utility meters. The Seating segment supplies seating solutions to equipment manufacturers in the motorcycle, lawn and turf care, industrial, agricultural, construction, and power sports end markets. The Acoustics segment includes manufacture of engineered non-woven fiber-based acoustical products for the automotive industry. The company was founded in May 2013 and is headquartered in Milwaukee, WI.",Brian K. Kobylinski,"Jason Industries, Inc.",cs,Producer Manufacturing,3600,833 East Michigan Street,,WI,Milwaukee,53202,US,1.414.277.9300
JAZZ,Jazz Pharmaceuticals Plc,NASDAQ,Pharmaceuticals: Other,http://www.jazzpharma.com,"Jazz Pharmaceuticals Plc operates as a specialty biopharmaceutical company, which focuses on the identification, development and commercialization of pharmaceutical products in the areas of narcolepsy, oncology, pain and psychiatry. Its product portfolio includes: XYREM, ERWINAZETM, PRIALT, intrathecal infusion, FAZACLO and LUVOX CR. The company was founded by Bruce C. Cozadd in 2003 and is headquartered in Dublin, Ireland.",Bruce C. Cozadd,Jazz Pharmaceuticals Plc,cs,Health Technology,1360,Waterloo Exchange,,,Dublin,4,IE,353.1.634.7800
JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,Trucking,http://www.jbhunt.com,"J.B. Hunt Transport Services, Inc. engages in the provision of logistics solutions. It operates through the following segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), and Truckload (JBT). The JBI segment offers intermodal freight operations for rail carriers. The DCS segment includes private fleet conversion and final-mile delivery services. The ICS segment provides a single-source logistics management for clients who intends to outsource their transportation activities. It offers flatbed, refrigerated, expedited, less-than-truckload, dry-van, and intermodal freight services. The JBT segment is responsible for full-load, dry-van freight that is transported via roads and highways. The company was founded by Johnnie Bryan Hunt, Sr. and Johnelle D. Hunt on August 10, 1961 and is headquartered in Lowell, AR.",John N. Roberts,"J.B. Hunt Transport Services, Inc.",cs,Transportation,27621,615 J.B. Hunt Corporate Drive,,AR,Lowell,72745-0130,US,1.479.820.0000
JBLU,JetBlue Airways Corp.,NASDAQ,Airlines,http://www.jetblue.com,"JetBlue Airways Corp. provides air transportation services. It carries more than 30 million customers a year to 86 cities in the U.S., Caribbean, and Latin America with an average of 850 daily flights. The company offers flights and tickets to more than 82 destinations, with accommodations such as free TV, free snacks, and most legroom. JetBlue Airways was founded by David Gary Neeleman in August 1998 and is headquartered in Long Island City, NY.",Robin Hayes,JetBlue Airways Corporation,cs,Transportation,-100000,27-01 Queens Plaza North,,NY,Long Island City,11101,US,1.718.286.7900
JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,Food: Specialty/Candy,http://www.jbssinc.com,"John B. Sanfilippo & Son, Inc. engages in selling nut and nut products through distribution channels. It includes dried fruit based products that are sold under, Company's Fisher, Orchard Valley Harvest, and Sunshine Country brand names. The company was founded by Gaspare Sanfilippo and John B. Sanfilippo in 1922 and is headquartered in Elgin, IL.",Jeffrey T. Sanfilippo,"John B. Sanfilippo & Son, Inc.",cs,Consumer Non-Durables,1470,1703 North Randall Road,,IL,Elgin,60123-7820,US,1.847.289.1800
JCOM,"j2 Global, Inc.",NASDAQ,Internet Software/Services,http://www.j2global.com,"j2 Global, Inc. is a holding company, which engages in the provision of Internet services. It operates through the following segments: Business Cloud Services and Digital Media. The Business Cloud Services segment offers online fax, virtual phone system, unified communications, online backup, customer relationship management, intellectual property licensing, global network operations, and customer support. The Digital Media segment includes display and video advertising, performance marketing, web properties, and licensing activities. The company was founded by Jaye Muller and John F. Rieley in December 1995 and is headquartered in Los Angeles, CA.",Vivek Shah,"j2 Global, Inc.",cs,Technology Services,2587,6922 Hollywood Boulevard,,CA,Los Angeles,90028,US,1.323.860.9200
JCS,"Communications Systems, Inc.",NASDAQ,Telecommunications Equipment,http://www.commsystems.com,"Communications Systems, Inc. operates through its subsidiaries which are principally engaged in the manufacture and sale of core media conversion products and connectivity infrastructure products for broadband and voice communications. It operates through the following segments: Suttle manufactures, Transition Networks, JDL Technologies, and Net2Edge. The Suttle manufactures segment manufactures connectivity infrastructure products for broadband and voice communications. The Transition Networks segment designs and markets media conversion products, ethernet switches, and other connectivity and data transmission products. The JDL Technologies segment is an IT managed services provider and value-added reseller. The Net2Edge segment develops, manufactures and sells products to connect legacy networks to high-speed services. The company was founded by Curtis A. Sampson in 1969 and is headquartered in Minnetonka, MN.",Roger H. D. Lacey,"Communications Systems, Inc.",cs,Electronic Technology,241,10900 Red Circle Drive,,MN,Minnetonka,55343,US,1.952.996.1674
JCTCF,Jewett-Cameron Trading Co. Ltd.,NASDAQ,Wholesale Distributors,http://www.jewettcameron.com,"Jewett-Cameron Trading Co. Ltd. is a holding company, which engages in the manufacturing and distribution of metal products and wholesale of wood products through its subsidiaries. It operates through the following segments: Industrial Wood Products; Lawn, Garden, Pet, and Other; Seed Processing and Sales; and Industrial Tools and Clamps. The Industrial Wood Products segment process and distribute industrial wood products. The Lawn, Garden, Pet, and Other segment involve in the wholesaling of wood products and manufacturing and distribution of specialty metal products. The Seed Processing and Sales segment focuses in the distribution and processing of agricultural seed. The Industrial Tools and Clamps segment imports and distributes products including pneumatic air tools, industrial clamps, and saw blades. The company was founded on July 8, 1987 and is headquartered in North Plains, OR.",Charles E. Hopewell,Jewett-Cameron Trading Company Ltd.,cs,Distribution Services,57,32275 North West Hillcrest Street,,OR,North Plains,97133,US,1.503.647.0110
JD,"JD.com, Inc.",NASDAQ,Internet Retail,http://www.jd.com,"JD.com, Inc. is a technology driven E-commerce company. It engages in the sale of electronics products and general merchandise products, including audio, video products, and books. The company operates through the following business segments: JD Mall, and New Businesses. The JD Mall segment represents its core e-commerce business. The New Businesses segment includes logistic services provided to third parties, technology services, overseas business, insurance and O2O. It also provides an online marketplace, whereby third-party sellers sell products to customers primarily through its websites and mobile apps. The company offers advertising, logistics and other value-added services. JD com was founded on June 18, 1998 by Qiang Dong Liu and is headquartered in Beijing, China.",Qiang Dong Liu,"JD.com, Inc. Sponsored ADR Class A",ad,Retail Trade,178927,Building A,"No. 18 Kechuang 11 Street 20th Floor, Daxing District",,Beijing,101111,CN,86.10.8911.8888
JJSF,J&J Snack Foods Corp.,NASDAQ,Food: Specialty/Candy,http://www.jjsnack.com,"J&J Snack Foods Corp. engages in the manufacture of nutritional snack foods and distribution of frozen beverages to the food service and retail supermarket industries. It operates through the following segment: Food Service, Retail Supermarkets, and Frozen Beverages. The Food Service segment includes soft pretzels, frozen juice treats and desserts, churros, dough enrobed handheld products, and baked goods. The Retail Supermarkets segment offers soft pretzel products including Superpretzel, frozen juice treats and desserts, including Luigi's real Italian ice, Minute Maid juice bars and soft frozen lemonade, Whole Fruit frozen fruit bars and sorbet, Philly Swirl cups and sticks, ICEE Squeeze-Up Tubes and dough enrobed handheld products including Patio burritos. The Frozen Beverages segment provides frozen beverages to the food service industry primarily under the names ICEE, SLUSH PUPPIE, and PARROT ICE in the United States, Mexico, and Canada; as well as repair and maintenance service. The company was founded by Gerald B. Shreiber on September 27, 1971 and is headquartered in Pennsauken, NJ.",Gerald B. Shreiber,J & J Snack Foods Corp.,cs,Consumer Non-Durables,6000,6000 Central Highway,,NJ,Pennsauken,08109-4607,US,1.856.665.9533
JKHY,"Jack Henry & Associates, Inc.",NASDAQ,Information Technology Services,http://www.jackhenry.com,"Jack Henry & Associates, Inc. engages in the provision of technology solutions and payment processing services primarily for financial services organizations. It operates through the following segments: Core, Payments, Complementary, and Corporate and Other. The Core segment focuses on core information processing platforms to banks and credit unions, which consist of integrated applications required to process deposit, loan, and general ledger transactions, and maintain centralized customer or member information. The Payments segment secures payment processing tools and services, such automated teller machine, debit, and credit card processing services; online and mobile bill pay solutions; and risk management products and services. The Complementary segment offers additional software, and services that can be integrated with its core solutions or used independently. The Corporate and Other segment comprises of hardware revenue and costs, as well as operating costs not directly attributable to the other segments. The company was founded by Jerry D. Hall and John W. Henry in 1976 and is headquartered in Monett, MO.",David B. Foss,"Jack Henry & Associates, Inc.",cs,Technology Services,6402,663 West Highway 60,,MO,Monett,65708-8215,US,1.417.235.6652
JOBS,"51job, Inc.",NASDAQ,Internet Software/Services,http://www.51job.com,"51job, Inc. is a holding company that engages in provision of human resource services. It offers services in the areas of recruitment solutions, training & assessment, and human resources outsourcing, business process outsourcing, professional assessment, executive search and compensation analysis. The company was founded by Kathleen Chien, Rick Yan, Lei Feng, and Norman Lui in 1998 and is headquartered in Shanghai, China.",Rick Yan,51job Inc Sponsored ADR,ad,Technology Services,8391,Building 3,"No. 1387, Zhang Dong Road Pudong District",,Shanghai,201203,CN,86.21.6160.1888
JOUT,"Johnson Outdoors, Inc.",NASDAQ,Recreational Products,http://www.johnsonoutdoors.com,"Johnson Outdoors, Inc. engages in the manufacturing and marketing of seasonal, outdoor recreation products. It operates through the following segments: Fishing, Camping, Watercraft Recreation, Diving, and Other. The Fishing segment includes the brands Minn Kota electric motors for quiet trolling or primary propulsion, marine battery chargers, and shallow water anchors; Humminbird sonar and GPS equipment for fishfinding, navigation and marine cartography; and Cannon downriggers for controlled-depth fishing. The Camping segment comprises Eureka! consumer, commercial, and military tents and accessories, sleeping bags, camping furniture and stoves and other recreational camping products; and Jetboil portable outdoor cooking systems. The Watercraft Recreation segment designs and markets canoes and kayaks, including pedal-driven and Minn Kota motor-driven kayaks, under the Ocean Kayaks and Old Town brand names for family recreation, touring, angling and tripping. The Diving segment sells and distributes the SCUBAPRO brand. The company was founded by Samuel Curtis Johnson II in 1970 and is headquartered in Racine, WI.",Helen P. Johnson-Leipold,Johnson Outdoors Inc. Class A,cs,Consumer Durables,1200,555 Main Street,,WI,Racine,53403,US,1.262.631.6600
JRJC,"China Finance Online Co., Ltd.",NASDAQ,Financial Publishing/Services,http://www.chinafinanceonline.com,"China Finance Online Co., Ltd. is a web-based financial services company, which engages in the provision of online access to securities trading services, wealth management products, investment advisory services, as well as financial database and analytics services to institutional customers. It operates through the following segments: Commodities Brokerage Services; Subscription Services and Other Related Services; and Hong Kong Brokerage Services. The company was founded on November 2, 1998 and is headquartered in Beijing, China.",Zhi Wei Zhao,"China Finance Online Co., Ltd. Sponsored ADR",ad,Commercial Services,476,17th floor of Fuzhuo Plaza A,No. 28 Xuanwai Street Xicheng District,,Beijing,100052,CN,86.10.8333.6300
JRVR,James River Group Holdings Ltd.,NASDAQ,Property/Casualty Insurance,http://www.jrgh.net,"James River Group Holdings Ltd. engages in the ownership and operation of a group of specialty insurance and reinsurance companies. It operates through the following segments: Excess and Surplus Lines, Specialty Admitted Insurance, Casualty Reinsurance, and Corporate and Other. The Excess and Surplus Lines segment offers E&S commercial lines liability and property insurance in every U.S. state and the District of Columbia through James River Insurance and James River Casualty. The Specialty Admitted Insurance segment focuses on niche classes within the standard insurance markets, such as workers compensation coverage for residential contractors, light manufacturing operations, transportation workers and healthcare workers in North Carolina, Virginia, South Carolina and Tennessee. The Casualty Reinsurance segment consists of JRG Re, which provides proportional and working layer casualty reinsurance to third parties and to its U.S. based insurance companies. The Corporate and Other segment covers the management and treasury activities of holding companies and interest expense associated with debt. The company was founded on May 30, 2007 and is headquartered in Hamilton, Bermuda.",J. Adam Abram,James River Group Holdings Ltd,cs,Finance,750,Wellesley House,90 Pitts Bay Road 2nd Floor,Hamilton,Pembroke,HM,BM,1.441.278.4580
JSM,Navient Corp.,NASDAQ,Finance/Rental/Leasing,http://www.navient.com,"Navient Corp. engages in the provision of asset management and business processing solutions for education, healthcare, and government clients at the federal, state, and local levels. It operates through the following segments: Federal Family Education Loan Program (FFELP) Loans, Private Education Loans, Business Services, and Other. The FFELP Loans segment acquires FFELP loan portfolios which are insured or guaranteed by state or not-for-profit agencies. The Private Education Loans segment acquires, finances, and services private education and private education refinance loans through Earnest. The Business Services segment includes business processing services related to servicing, asset recovery, and other business processing activities. The Other segment consists of repurchase of debt, corporate liquidity portfolio, unallocated overhead, restructuring and other reorganization expenses, regulatory-related costs, and the deferred tax asset re-measurement loss. The company was founded on November 7, 2013 and is headquartered in Wilmington, DE.",John F. Remondi,"Navient Corporation 6% Senior Notes due December 15, 2043",ps,Finance,-100000,123 Justison Street,,DE,Wilmington,19801,US,1.302.283.8000
JVA,"Coffee Holding Co., Inc.",NASDAQ,Food: Specialty/Candy,http://www.coffeeholding.com,"Coffee Holding Co., Inc. is wholesale coffee roaster and dealer in the U.S. Its products are divided into three categories: Wholesale Green Coffee, Private Label Coffee and Branded Coffee. The Wholesale Green Coffee consists of unroasted raw beans imported from around the world and sold to large and small roasters and coffee shop operators. The Private Label Coffee offers coffee roasted, blended, packaged, and sold under the specifications and names of others, including supermarkets that want to have their own brand name on coffee to compete with national brands. The Branded Coffee consists of coffee roasted, blended, packaged and sold under its own proprietary and licensed brand names in different segments of the market. The company offers its products Cafe Caribe, S&W Premium, Cafe Supremo, Premium Roasters, and Via Roma brands. Coffee Holding was founded by Sterling A. Gordon in 1971 and is headquartered in Staten Island, NY.",Andrew Gordon,"Coffee Holding Co., Inc.",cs,Consumer Non-Durables,79,3475 Victory Boulevard,,NY,Staten Island,10314,US,1.718.832.0800
JYNT,The Joint Corp. (United States),NASDAQ,Hospital/Nursing Management,http://www.thejoint.com,"The Joint Corp. (United States) engages in the development, ownership, operation, support and management of chiropractic clinics. It operates through two segments: Corporate Clinics and Franchise Operations. The Corporate Clinics segment comprises of the operating activities of the company owned or managed clinics. The Franchise Operations segment includes the operating activities of the franchise business unit. The Joint was founded by Fred Gerretzen, Charles Barnwell, John Leonesio, Todd Welker, Barbara Holland, Steven P. Colmar, Craig P. Colmar, and Richard Rees on March 10, 2010 and is headquartered in Scottsdale, AZ.",Peter D. Holt,Joint Corp,cs,Health Services,138,16767 North Perimeter Drive,,AZ,Scottsdale,85260,US,1.480.245.5960
KALU,Kaiser Aluminum Corp.,NASDAQ,Aluminum,http://www.kaiseraluminum.com,"Kaiser Aluminum Corp. engages in the manufacture and sale of semi-fabricated specialty aluminum products. The firm caters aerospace, general engineering, automotive, and custom industrial applications. The company was founded by Henry J. Kaiser in 1946 and is headquartered in Foothill Ranch, CA.",Jack A. Hockema,Kaiser Aluminum Corporation,cs,Non-Energy Minerals,2860,27422 Portola Parkway,,CA,Foothill Ranch,92610-2831,US,1.949.614.1740
KBAL,"Kimball International, Inc.",NASDAQ,Industrial Conglomerates,http://www.kimball.com,"Kimball International, Inc. engages in design and sale of furniture products and services. It focuses on commercial, hospitality, healthcare, education, government, and finance markets. It distributes its product under the Kimball, National, and Kimball Hospitality brands. The company was founded by Arnold Francis Habig, Alphonse Sermersheim, Ray Schneider, and Herbert Thyen in 1939 and is headquartered in Jasper, IN.",Kristine L. Juster,"Kimball International, Inc. Class B",cs,Producer Manufacturing,3127,1600 Royal Street,,IN,Jasper,47549-1001,US,1.800.482.1818
KBSF,KBS Fashion Group Ltd.,NASDAQ,Apparel/Footwear,http://www.kbsfashion.com,"KBS Fashion Group Ltd. engages in the design, manufacture, distribution, and sale of casual menswear. It operates through the following segments: Distributor Network, Corporate Stores, and Original Equipment Manufacturer. The Distributor Network segment consists of direct or sub-distributors which are operated by KBS branded stores. The Corporate Stores focuses on the owning and operating corporate stores. The OEM segment comprises of products that are designed by customers but manufactured by the company. It offers men's apparel, accessories, and footwear. The company was founded by Anna Polemis on January 26, 2012 and is headquartered in Shishi, China.",Ke Yan Yan,KBS Fashion Group Ltd.,cs,Consumer Non-Durables,370,Xingfengge Building,,Fujian,Shishi,362700,CN,86.595.8850.7988
KE,"Kimball Electronics, Inc.",NASDAQ,Electronic Equipment/Instruments,http://www.kimballelectronics.com,"Kimball Electronics, Inc. engages in the provision of engineering, manufacturing, and supply of chain services to customers in the automotive, medical, industrial and public safety end markets. It offers the following solutions: design services; rapid prototyping and new product introduction support; production and testing of printed circuit board assemblies; industrialization and automation of manufacturing processes; reliability testing; assembly, production, and packaging of other related non-electronic products; supply chain services; and complete product life cycle management. The company was founded in July 1961 and is headquartered in Jasper, IN.",Donald D. Charron,"Kimball Electronics, Inc.",cs,Electronic Technology,6300,1205 Kimball Boulevard,,IN,Jasper,47546,US,1.812.634.4000
KELYA,"Kelly Services, Inc.",NASDAQ,Personnel Services,http://www.kellyservices.com,"Kelly Services, Inc. engages in staffing and workforce solutions. It operates through the following segments: Americas Staffing, Global Talent Solutions, and International Staffing. The Americas Staffing segment delivers temporary staffing, as well as direct-hire placement services, in a number of specialty staffing services, including office, education, marketing, electronic assembly, light industrial, science, engineering, and information technology in United States, Puerto Rico, Canada, Mexico and Brazil. The Global Talent Solutions segment offers outsourcing, consulting, and centrally delivered staffing business. The International Staffing segment relates to branch-delivered staffing business in the Europe, Middle East, and Africa region, as well as in the Asia Pacific. The company was founded by William Russell Kelly on October 7, 1946 and is headquartered in Troy, MI.",George Steven Corona,"Kelly Services, Inc. Class A",cs,Commercial Services,7900,999 West Big Beaver Road,,MI,Troy,48084-4782,US,1.248.362.4444
KELYB,"Kelly Services, Inc.",NASDAQ,Personnel Services,http://www.kellyservices.com,"Kelly Services, Inc. engages in staffing and workforce solutions. It operates through the following segments: Americas Staffing, Global Talent Solutions, and International Staffing. The Americas Staffing segment delivers temporary staffing, as well as direct-hire placement services, in a number of specialty staffing services, including office, education, marketing, electronic assembly, light industrial, science, engineering, and information technology in United States, Puerto Rico, Canada, Mexico and Brazil. The Global Talent Solutions segment offers outsourcing, consulting, and centrally delivered staffing business. The International Staffing segment relates to branch-delivered staffing business in the Europe, Middle East, and Africa region, as well as in the Asia Pacific. The company was founded by William Russell Kelly on October 7, 1946 and is headquartered in Troy, MI.",George Steven Corona,"Kelly Services, Inc. Class B",cs,Commercial Services,7900,999 West Big Beaver Road,,MI,Troy,48084-4782,US,1.248.362.4444
KEQU,Kewaunee Scientific Corp.,NASDAQ,Office Equipment/Supplies,http://www.kewaunee.com,"Kewaunee Scientific Corp. engages in the design, manufacture, and installation of laboratory, healthcare, technical furniture, and infrastructure products. It operates through the following segments: Domestic, and international. The Domestic segment designs, manufactures, and installs scientific and technical furniture, including steel and wood laboratory cabinetry, fume hoods, laminate casework, flexible systems, worksurfaces, workstations, workbenches, and computer enclosures. The International segment offers products and services, including facility design, detailed engineering, construction, and project management from the planning stage through testing and commissioning of laboratories. The Company was founded in 1906 and is headquartered in Statesville, NC.",Thomas D. Hull,Kewaunee Scientific Corporation,cs,Producer Manufacturing,856,2700 West Front Street,,NC,Statesville,28677-2927,US,1.704.873.7202
KFFB,Kentucky First Federal Bancorp,NASDAQ,Savings Banks,,"Kentucky First Federal Bancorp is a mid-tier holding company, which engages in the provision of banking products and services through its subsidiaries, First Federal Savings Bank of Frankfort, First Federal Savings, and Loan of Hazard. Its services include loan rates and term, deposit rates and terms, e-statement, telephone banking, check recorder, and safe deposit box. The company was founded on March 2, 2005 and is headquartered in Hazard, KY.",Don D. Jennings,Kentucky First Federal Bancorp,cs,Finance,-100000,655 Main Street,,KY,Hazard,41702,US,1.502.223.1638
KFRC,"Kforce, Inc.",NASDAQ,Personnel Services,http://www.kforce.com,"Kforce, Inc. engages in the provision of professional and technical staffing services and solutions. It operates through the following segments: Technology, Finance and Accounting, and Government Solutions. The Technology segment focuses on the areas of information technology (IT) such as system architecture and development, project management, enterprise data management, business intelligence, artificial intelligence, machine learning, network architecture, and security. The Finance and Accounting segment offers services in relation with general accounting, business analysis, accounts payable, accounts receivable, financial analysis and reporting, taxation, budget preparation and analysis, mortgage and loan processing, cost analysis, professional administration, outsourced functional support, credit and collections, audit services, and systems and controls analysis and documentation. The Government Solutions segment provides services, which serves as both a prime contractor and a subcontractor in the fields IT and finance and accounting. The company was founded in 1962 and is headquartered in Tampa, FL.",David L. Dunkel,Kforce Inc.,cs,Commercial Services,13800,1001 East Palm Avenue,,FL,Tampa,33605,US,1.813.552.5000
KGJI,"Kingold Jewelry, Inc.",NASDAQ,Other Consumer Specialties,http://www.kingoldjewelry.com,"Kingold Jewelry, Inc. engages in the design, manufacture and sale of gold jewelry and chinese ornaments. It offers gold necklaces, rings, earrings, bracelets, and pendants. The company was founded by Zhi Hong Jia in 2002 and is headquartered in Wuhan, China.",Zhi Hong Jia,"Kingold Jewelry, Inc.",cs,Consumer Durables,630,15 Huangpu Science & Technology Park,,Hubei,Wuhan,430023,CN,86.27.65694977
KIN,"Kindred Biosciences, Inc.",NASDAQ,Pharmaceuticals: Generic,http://www.kindredbio.com,"Kindred Biosciences, Inc. is a development-stage biopharmaceutical company, which focuses on saving and improving the lives of pets. The company was founded by Richard Chin and Denise M. Bevers on September 25, 2012 and is headquartered in Burlingame, CA.",Richard H. Chin,"Kindred Biosciences, Inc.",cs,Health Technology,146,1555 Bayshore Highway,,CA,Burlingame,94010,US,1.650.701.7901
KINS,"Kingstone Cos., Inc.",NASDAQ,Financial Conglomerates,http://www.kingstonecompanies.com,"Kingstone Cos., Inc. operates as a holding company, which engages in the provision of property and casualty insurance policies to individuals and small businesses through its wholly owned subsidiary, Kingstone Insurance Company. It writes business exclusively through independent retail and wholesale agents and brokers. The company was founded in 1886 and is headquartered in Kingston, NY.",Barry B. Goldstein,"Kingstone Companies, Inc.",cs,Finance,101,15 Joys Lane,,NY,Kingston,12401,US,1.845.802.7900
KIRK,"Kirkland's, Inc.",NASDAQ,Specialty Stores,http://www.kirklands.com,"Kirkland's, Inc. operates as a retailer of home decor and gifts in the United States. Its stores present a selection of merchandise, including framed art, mirrors, wall decor, candles and related items, lamps, decorative accessories, accent furniture, textiles, garden-related accessories and artificial floral products. It also offers an extensive assortment of holiday merchandise during seasonal periods. The company was founded by Carl T. Kirkland in 1966 and is headquartered in Nashville, TN.",Steven C. Woodward,"Kirkland's, Inc.",cs,Retail Trade,7300,5310 Maryland Way,,TN,Brentwood,37027,US,1.615.872.4800
KLAC,KLA Corp.,NASDAQ,Electronic Production Equipment,http://www.kla-tencor.com,"KLA Corp. engages in the supply of process control and yield management solutions for the semiconductor and related nano-electronics industries. Its products include manufactured chips, reticle, packaging, surface profilers, nanochemical testers, KT pro equipment, and compound semiconductors. The company was founded in April 1997 and is headquartered in Milpitas, CA.",Richard P. Wallace,KLA Corporation,cs,Electronic Technology,10020,1 Technology Drive,,CA,Milpitas,95035-7916,US,1.408.875.3000
KLIC,"Kulicke & Soffa Industries, Inc.",NASDAQ,Electronic Production Equipment,http://www.kns.com,"Kulicke & Soffa Industries, Inc. engages in the design, manufacture, and sale of tools used to assemble semiconductor devices. It operates through the Capital Equipment and APS segments. The Capital Equipment segment consists of ball bonders, wedge bonders, advanced packaging, and electronic assembly solutions. The APS segment offers a variety of expandable tools for a broad range of semiconductor packaging applications. The company was founded by Frederick W. Kulicke and Albert Soffa in 1951 and is headquartered in Singapore.",Fusen Ernie Chen,"Kulicke & Soffa Industries, Inc.",cs,Electronic Technology,2912,23A Serangoon North Avenue 5,,Central,Singapore,Singapore,SG,65.6880.9600
KMDA,Kamada Ltd.,NASDAQ,Biotechnology,http://www.kamada.com,"Kamada Ltd. engages in the development and production of pharmaceutical products. It operates through the following business segments: Proprietary Products, and Distribution. The Proprietary Products segment develops, manufactures and sells plasma-derived protein therapeutics products. The Distribution segment supplies plasma based products for clinical use. The company was founded by David Tsur and Ralf Hahn on December 13, 1990 and is headquartered in Ness Ziona, Israel.",Amir London,Kamada Ltd,cs,Health Technology,408,Science Park,,Tel,Rehovot,Aviv,IL,972.8.940.6472
