"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"790","TOL",0.071053,39.58,28.68,5440219460,4900,36.07,36.18,128896549.233,1703731.9,1848316.93,4.7566,"Toll Brothers, Inc.",140429000,2.970256,0.13619,0.056496,0.071053,0.1578,0.076111,0.031691,0.099943,0.075514,0.065164,"2019-12-04","2019-07-11",8.14,0.715794441820327,0.44,NA,0.0113577697470315
"791","TR",0.358214,40.82,27.26,2492296050,2000,36.35,37.06,16684539.444,112832.9,103913.2,0.8918,"Tootsie Roll Industries, Inc.",39233000,1.171927,0.628999,0.122221,0.357744,0.212722,0.048236,0,0.000263,0.050843,0.073687,NA,NA,42.64,0.332512139923481,0.35214,NA,0.00925953194846174
"792","BLD",0.498145,96.01,41.27,3183769340,10300,69.66,87.2,33970822.286,237889.3,263780.97,4.9788,"TopBuild Corp.",34282000,282.846154,1.733333,0.443662,0.498145,1.048302,0.453137,0.169942,0.028461,0.037886,0.005849,"2019-11-05",NA,18.65,0.861336931368235,NA,NA,NA
"793","TTC",0.188652,75.27,52.97,7905604320,6715,66.95,71.4,105645353.652,437699.5,432021.47,2.5782,"The Toro Co.",106602000,15.993151,1.33983,0.118575,0.188652,0.34202,0.085162,0.097528,0.026862,0.033589,0.005014,"2019-12-05","2019-06-24",28.76,0.760993073621634,0.875,NA,0.0117988133764833
"794","TD",-0.066513,62,47.73,103148640000,NA,55.57,56.58,1817071536,1434352.5,1342145.8,4.7629,"The Toronto-Dominion Bank",1819200000,4.149977,0.188415,0.213538,-0.066513,0.128134,-0.007179,0.001767,0.037891,-0.004914,0.019968,"2019-12-05","2019-10-09",11.9,0.585017742742427,2.13027756537317,"2019-10-09",0.0375710328989977
"795","SHLL",0.015464,10,9.61,286893366,NA,9.76,9.8,23258498.976,98075.3,43219.37,NA,"Tortoise Acquisition Corp.",23301000,0.003093,0.003093,0.003093,0.015464,0.015464,0.015464,0.014418,0,0.008188,-0.001014,NA,NA,NA,-0.00677677665979662,NA,NA,NA
"796","NDP",-0.655618,12.76,3.64,NA,NA,7.56,5.27,NA,137461.5,190222.9,NA,"Tortoise Energy Independence Fund, Inc.",0,-0.677058,-0.692425,-0.488608,-0.655618,-0.398305,-0.48982,-0.373529,0.028986,-0.252632,0.026506,NA,NA,NA,1.29367410663447,NA,NA,NA
"797","TYG",-0.238817,28.02,18.36,1131698500,NA,22.66,21.71,53522527.405,168342.7,205021.6,0.1902,"Tortoise Energy Infrastructure Corp.",53635000,-0.0816,-0.529026,-0.321112,-0.238817,0.021297,-0.102891,-0.045249,-0.011246,-0.03653,0.015399,NA,NA,110.94,0.818081325942384,2.62,NA,0.124170616113744
"798","TEAF",-0.155,20.66,15.68,NA,NA,18.42,17.19,NA,34238,46249.2,NA,"Tortoise Essential Assets Income Term Fund",0,0.00045,0.00045,0.00045,-0.155,-0.155,-0.155,-0.10582,0.019916,-0.061111,-0.001772,NA,NA,NA,0.0201982888874393,NA,NA,NA
"799","NTG",-0.225231,16.46,11.02,795788720,NA,13.5,12.81,63159961.92,242465.1,299379.67,0.2284,"Tortoise Midstream Energy Fund, Inc.",63208000,-0.707404,-0.505464,-0.300249,-0.225231,-0.006314,-0.101356,-0.050528,0.018608,-0.033768,0.028595,NA,NA,55.12,0.871200618588353,1.69,NA,0.134233518665608
"800","TTP",-0.223967,17.97,11.34,NA,NA,14.34,13.56,NA,38094.8,64307.23,NA,"Tortoise Pipeline & Energy Fund, Inc.",0,-0.40241,-0.527469,-0.303371,-0.223967,0.050394,-0.119472,-0.033333,0.045455,-0.039597,0.014449,NA,NA,NA,0.95194906552451,NA,NA,NA
"801","TPZ",-0.067079,19.69,14.77,NA,NA,18.15,18.12,NA,14928.7,24644,NA,"Tortoise Power & Energy Infrastructure Fund, Inc.",0,-0.0775,-0.313871,-0.163531,-0.067079,0.112615,-0.011892,-0.016322,0.029027,0.026107,-0.004405,NA,NA,NA,0.553697185247313,NA,NA,NA
"802","TOT",-0.168804,65.69,47.7,NA,104460,54.06,51.49,2601924079.14143,1553860.3,1838583.57,4.2038,"Total SA",NA,0.650313,-0.247526,0.029558,-0.168804,-0.017806,-0.115942,-0.01482,0.079983,0.049808,0.018264,"2019-10-30","2019-03-18",12.33,0.718614684566753,NA,NA,NA
"803","TSS",0.393971,142.3,75.58,23978334240,12820,106.76,132.04,174254597.328,1375335.4,1031900.2,3.4303,"Total System Services, Inc.",176988000,5.512821,2.136771,0.74271,0.393971,0.677148,0.444812,0.057116,0.06384,0.040074,-0.017976,"2019-10-22","2019-09-12",39.5,1.09462404856457,0.52,NA,0.00383820490109241
"804","TOWR",-0.000969,32.75,17.15,639734800,5700,25.03,29.64,19732942.67,281581.4,420305.37,0.4829,"Tower International, Inc.",20690000,0.756154,-0.17012,-0.094048,-0.000969,0.277158,0.351399,0.703581,0.001944,0.003896,-0.000646,"2019-11-04","2019-05-08",64.03,0.877185961634183,0.51,NA,0.0164941785252264
"805","TSQ",-0.245734,9.05,3.95,125717894,2821,5.7,5.87,8707020.118,22079.7,17880,-0.2456,"Townsquare Media, Inc.",14314000,-0.434146,-0.434146,-0.503425,-0.245722,0.318111,0.101346,0.320737,0.103178,0.203285,0.072832,"2019-11-06","2019-09-25",-27,0.69525103178249,0.3,"2019-09-25",0.0452488687782805
"806","TM",0.115774,137.18,111.12,NA,370870,123.42,130.02,1412044946.60886,157023,142001.77,12.0035,"Toyota Motor Corp.",NA,1.69044,0.127946,0.116072,0.115774,0.175267,0.143503,0.100588,0.061107,0.059791,0.028834,"2019-11-04","2019-03-29",11.39,0.590683902879032,NA,NA,NA
"807","TPGH",0.018849,10.5,9.84,577687500,3,10.22,10.3,44800020,1221232.4,673338.07,0.0824,"TPG Pace Holdings Corp.",4.5e+07,0.056122,0.056122,0.056122,0.018849,0.025974,0.008841,-0.007729,0,-0.002913,0.001951,NA,NA,124.64,0.000203861072223305,NA,NA,NA
"808","TRTX",-0.005923,20.56,17.81,1492098344,NA,19.58,19.64,58005148.916,234941.9,251005.67,1.6866,"TPG RE Finance Trust, Inc.",72943000,0.017365,0.017365,0.017365,-0.005923,0.09695,0.011552,0.029652,0.039216,0.024936,0.012569,"2019-11-06","2019-06-27",11.94,0.408690722747738,1.72,NA,0.0854021847070506
"809","TSLX",0.02069,21.24,17.75,1373135120,NA,19.89,20.2,63331284.711,233942.2,236749.47,2.1068,"TPG Specialty Lending, Inc.",66271000,0.263125,0.13731,-0.017979,0.02069,0.123644,0.038596,0.04173,0.010732,0.021696,-0.011922,NA,"2019-09-12",9.83,0.304722219365468,1.56,NA,0.0752895752895753
"810","TAC",0.146903,7.61,3.99,1829304000,1883,6.1,6.31,281360505.6,130188.7,134036.9,-0.7257,"TransAlta Corp.",282300000,-0.378253,-0.447107,0.250467,0.146903,0.550239,-0.027027,0.022082,0.026941,0.064039,-0.03139,"2019-11-04","2018-05-31",-8.93,0.410699002943999,0.120878602276367,NA,0.0186541052895628
"811","TCI",-0.065156,38.34,22.85,287694000,NA,29.9,26.72,1046595.9,983.1,1376.4,18.5861,"Transcontinental Realty Investors, Inc.",8718000,0.735358,1.424242,0.871345,-0.065156,0.178571,-0.021352,0.409654,0.356908,0.327968,0.06246,NA,NA,1.78,0.684842095312093,NA,NA,NA
"812","TDG",0.412593,555.27,307.36,27745392500,10100,445.86,511.1,50325099.125,393097.9,411950.1,13.3592,"TransDigm Group, Inc.",53375000,18.721577,1.655845,0.863663,0.412593,0.530458,0.157548,0.102388,-0.019393,0.103769,0.01215,"2019-11-14","2019-08-15",38.91,1.24388690708997,NA,NA,NA
"813","RIG",-0.505608,14.47,3.76,3505631190,6700,7.26,5.21,570148392.745,21205502.1,22859553.47,-1.978,"Transocean Ltd.",611803000,-0.744591,-0.824833,-0.318671,-0.505608,-0.197479,-0.396207,0.026882,0.364286,0.085227,0.04562,"2019-10-30","2015-08-21",-2.9,1.90930771936627,NA,NA,NA
"814","TGS",-0.511687,17.78,6.05,NA,NA,13.51,11.96,77544018.8004,570334.1,785647.67,2.5056,"Transportadora de Gas del Sur SA",NA,3.986957,3.125899,-0.232776,-0.511687,-0.469458,-0.484667,-0.477703,-0.203913,-0.479461,-0.042131,"2019-11-04",NA,3.09,1.10963928423796,NA,NA,NA
"815","TRU",0.066007,85.5,52.15,14982684000,7100,68.52,80.63,186698365.2,1068518.6,947731.13,1.7217,"TransUnion",187800000,1.649606,1.649606,0.634685,0.066007,0.424643,0.222869,0.122397,-0.030266,-0.024337,-0.043749,"2019-10-28","2019-08-21",46.34,1.18858225841794,0.3,NA,0.00376034093757834
"816","TREC",-0.345583,14.45,6.69,228860900,280,9.09,9.19,21319159,56566.3,40962.33,-0.1129,"Trecora Resources",24715000,213.222222,-0.088847,-0.172532,-0.345583,0.108982,0.035794,-0.024236,0.071759,0.002165,0.03118,"2019-11-04",NA,-82.02,0.931080183931994,NA,NA,NA
"817","TG",-0.109255,23.25,14.85,658054690,3200,16.87,17.22,28885232.238,81598.2,84094.7,0.7897,"Tredegar Corp.",33353000,0.48495,-0.115978,0.103106,-0.109255,0.2164,0.16264,0.234668,0.096111,0.230817,0.096111,"2019-10-30","2019-09-12",24.98,1.16328348702289,0.44,NA,0.0223010643689812
"818","THS",0.072597,67.88,41.18,3279890360,12700,56.71,54.43,55107272.339,572095.2,512413.53,-3.6672,"TreeHouse Foods, Inc.",56201000,0.906239,-0.260113,-0.275849,0.072597,0.151085,-0.048427,0.045129,0.140512,0.022604,0.050207,"2019-10-31",NA,-15.91,0.619229316945104,NA,NA,NA
"819","TREX",0.05785,90.74,50.88,5192229750,1214,70.51,79.51,58042316.25,526267,581530.53,2.0791,"Trex Co., Inc.",58425000,7.198069,2.837877,1.007627,0.05785,0.456169,0.243807,0.272662,0.036385,0.114218,-0.004592,"2019-11-04",NA,42.74,1.35296020124033,NA,NA,NA
"820","TY",-0.014363,28.14,21.83,1479445200,NA,26.22,26.92,53878645.488,55150.3,57038.43,2.0008,"Tri-Continental Corp.",53896000,1.113689,0.346305,0.143993,-0.014363,0.163136,0.037023,0.021205,0.040167,0.014038,0.018931,NA,NA,13.72,0.755616144729017,1.8416,NA,0.0670892531876138
"821","TPH",0.072833,15.07,10.37,2095475070,1435,12.87,13.44,139434447.555,1638098.1,1260078.4,1.3141,"TRI Pointe Group, Inc.",142259000,-0.28294,-0.147316,0.115102,0.072833,0.296655,0.143634,0.218362,0.085483,0.076754,0.061239,"2019-10-23",NA,11.21,0.736200448049302,NA,NA,NA
"822","TRCO",0.234048,46.67,36.66,4120816062,5800,45.99,46.5,87781214.32,1238291.6,1262424.97,4.1388,"Tribune Media Co.",88405000,0,-0.42,0.09434,0.234048,0.031651,0.011941,0.007348,0.002581,0.001289,-0.000643,"2019-11-11","2019-08-16",11.26,0.210425487777829,1,NA,0.0214546234713581
"823","TRNE",0.012371,10.05,9.61,73686825,NA,9.76,9.8,NA,52521.7,37262.77,NA,"Trine Acquisition Corp.",0,0,0,0,0.012371,0.012371,0.012371,0.011329,0.005118,-0.001017,-0.002033,NA,NA,NA,0.0343250578423149,NA,NA,NA
"824","TNET",0.19723,76.92,38.74,4533886050,3100,59.3,69.08,44180247.355,413600.7,334365.4,2.6954,"TriNet Group, Inc.",69935000,2.4,1.837047,1.094163,0.19723,0.581991,0.050049,-0.055232,-0.053853,-0.0943,0.019821,"2019-11-04",NA,24.05,1.39865281468699,NA,NA,NA
"825","TRN",-0.447848,39.35,16.1,2558758740,11515,21.12,18.66,124222685.804,1404740.6,1219424.9,0.8978,"Trinity Industries, Inc.",127874000,2.915493,-0.430911,-0.173848,-0.447848,-0.042584,-0.11889,0.042188,0.179835,0.026154,0.051498,"2019-10-24","2019-10-14",22.29,1.18501542758246,0.6,"2019-10-14",0.0299850074962519
"826","TSE",-0.417368,82.18,27.36,1780100280,2500,43.19,35.74,39643733.738,819723.5,987020.03,3.2853,"Trinseo SA",40201000,1.22963,1.22963,-0.261652,-0.417368,-0.049377,-0.060471,0.119312,0.511779,0.254036,0.1179,"2019-11-01","2019-07-10",13.48,2.00944978229187,1.6,NA,0.03613369467028
"827","TPVG",0.259401,16.89,10.25,407936190,NA,13.73,15.52,24509457.601,219789.5,250029.2,2.2884,"TriplePoint Venture Growth BDC Corp.",24859000,-0.081789,-0.044548,0.052747,0.259401,0.475719,0.211965,0.168803,0.033375,0.07325,0.00367,"2019-11-05","2019-08-29",7.17,0.47740926137609,1.44,NA,0.0877513711151737
"828","TPVY",0.011462,26.98,22.38,NA,NA,25.47,25.77,NA,1537.1,1626.4,NA,"TriplePoint Venture Growth BDC Corp.",0,0.016103,0.016103,0.016103,0.011462,0.053212,4e-06,-0.001187,-0.001265,-0.013447,-0.006214,NA,NA,NA,0.0387566953938658,NA,NA,NA
"829","GTS",-0.132856,27.64,14.69,412947980,3854,21.29,22.62,23675838.302,380341.8,260430.93,1.5568,"Triple-S Management Corp.",24334000,0.594059,0.468085,0.326194,-0.133273,0.015213,-0.346141,-0.225139,-0.299339,-0.26121,-0.088125,"2019-11-11","2019-07-25",10.9,0.941088431101006,NA,NA,NA
"830","TRTN",-0.058353,38.41,28.2,2610954540,243,32.34,32.26,53585372.133,490584.1,404745.33,4.3664,"Triton International Ltd.",73881000,0.777778,-0.242245,0.153153,-0.058353,0.100249,0.147775,0.131604,0.147775,0.108532,0.066707,"2019-11-07","2019-09-04",8.09,1.14925457260729,2.08,NA,0.0588568194680249
"831","TGI",0.106114,26,11.16,1267994470,10776,20.11,22.53,49328639.19,513650,397871.73,-4.5663,"Triumph Group, Inc.",50059000,1.139866,-0.633506,-0.0334,0.106114,1.110833,0.205043,0.356722,0.157678,0.016045,0.126278,"2019-11-07","2019-08-29",-5.55,1.41756654484852,0.16,NA,0.00631662060797473
"832","TROX",-0.271148,15.5,6.46,1369151650,3330,10.63,9.59,87494323.794,2166338.9,1902004.73,-0.6769,"Tronox Holdings Plc",141881000,-0.20559,-0.469515,-0.206576,-0.271148,0.161252,-0.200497,-0.113051,0.27141,-0.006179,0.114319,"2019-11-06","2019-08-30",-14.26,1.82696447784467,0.18,NA,0.0186528497409326
"833","TBI",-0.200752,27.3,18.62,851888200,6700,22.58,20.53,39498361.38,166989.3,214190.87,1.6958,"TrueBlue, Inc.",40070000,3.495495,-0.057423,-0.074212,-0.200752,-0.030552,-0.091065,-0.013457,0.078093,0.072654,0.025072,"2019-10-24",NA,12.54,1.05998892328057,NA,NA,NA
"834","TNP",-0.07362,3.73,2.55,264565892,NA,3.17,3.09,71789691.9804,111376.1,134534.63,-1.2529,"Tsakos Energy Navigation Ltd.",87604600,-0.498462,-0.540845,-0.275556,-0.07362,0.086331,-0.035144,-0.038217,0.034247,0.02027,0.006667,"2019-11-28","2019-05-23",-2.41,0.716948602633137,NA,"0000-00-00",NA
"835","TUFN",-0.072775,31.04,15.15,602848400,424,21.97,20.9,10444459.16,265014,286705.07,NA,"Tufin Software Technologies Ltd.",34040000,0.193717,0.193717,0.193717,-0.072775,-0.072775,-0.072775,-0.175128,0.106875,-0.15182,0.115942,"2019-11-27",NA,NA,-0.231177828422329,NA,NA,NA
"836","TUP",-0.514643,38.9,12,776280720,12000,24.44,15.16,48073049.88,735254.4,676923.03,2.7137,"Tupperware Brands Corp.",48792000,0.711511,-0.71509,-0.672494,-0.514643,-0.509556,-0.413132,-0.202906,0.165568,0.080109,0.03919,"2019-10-23","2019-09-17",5.86,0.700001792702831,1.9,"2019-09-17",0.119421747328724
"837","TKC",0.300439,7.16,4.37,NA,NA,5.72,5.64,873811829.290587,389688.1,401189.07,0.4148,"TURKCELL Iletisim Hizmetleri AS",NA,0.68295,-0.656421,-0.384333,0.300439,0.076225,-0.021452,0.142582,0.057041,0.070397,0.036713,"2019-10-19",NA,14.3,0.870522282291039,NA,NA,NA
"838","TPB",-0.332834,57.06,26.39,524868600,520,41.03,40.34,8804601.962,375346.6,266197.5,1.6738,"Turning Point Brands, Inc.",19658000,4.26087,4.26087,2.521164,-0.332834,-0.027677,-0.462777,-0.478923,-0.272281,-0.314858,-0.123441,"2019-11-06","2019-09-19",15.95,0.879321662888422,0.175,"2019-09-19",0.00655430711610487
"839","TRQ",-0.776916,2.25,0.4009,960676794,2615,1.3102,0.5907,989811018.18,3996199.5,6145714.83,-0.09,"Turquoise Hill Resources Ltd.",2012310000,-0.773653,-0.623037,-0.452471,-0.776916,-0.708902,-0.730282,-0.602167,0.015745,-0.091532,0.049231,"2019-11-01",NA,-5.3,0.771449870734217,NA,NA,NA
"840","TPC",-0.379126,21.25,9.24,643068410,8200,15.71,11.78,39642226.155,502257.5,735812.2,-4.9762,"Tutor Perini Corp.",50279000,7.795652,-0.345519,-0.270991,-0.379126,-0.204602,-0.320043,-0.037622,0.250244,0.045789,0.171245,"2019-11-11",NA,-2.57,1.18330163926817,NA,NA,NA
"841","TWLO",0.298306,151,62.43,14896102504,1440,121.88,133.21,114954085.505,5194623.8,4118425.67,-1.7794,"Twilio, Inc.",121541000,3.577978,3.577978,4.528523,0.298306,0.26009,-0.152764,-0.221164,-0.121593,-0.180329,-0.020468,"2019-11-07",NA,-61.59,2.35471079762032,NA,NA,NA
"842","TRWH",-0.19399,33.98,20.35,931989878,4900,28.36,24.73,35362491.1688,357463.5,476048.57,NA,"Twin River Worldwide Holdings, Inc.",38607700,0.032721,0.032721,0.032721,-0.19399,-0.19399,-0.19399,-0.207225,0.124884,-0.046603,0.061099,"2019-11-27","2019-07-08",NA,-0.0525694562955753,NA,NA,NA
"843","TWTR",0.477131,45.85,26.19,32953757340,3920,35.63,40.78,743041134.978,12185795.7,12443007.1,3.0847,"Twitter, Inc.",773018000,-0.104009,0.312133,1.19716,0.477131,0.479695,0.371622,0.169868,0.050517,-0.005134,-0.036828,"2019-10-24",NA,13.82,1.73243146120345,NA,NA,NA
"844","TWO",-0.130689,15.42,12.05,3648739850,NA,13.48,13.16,270174039.665,2003754.9,2142631.2,-2.8151,"Two Harbors Investment Corp.",272905000,-0.251652,-0.35224,-0.310852,-0.130689,0.029253,-0.062412,0.061111,0.006777,0.005263,0.01673,"2019-11-06","2019-06-28",-4.75,0.456439703589372,1.81,NA,0.135377711293942
"845","TYL",0.068826,261.7,173.26,9904256100,4525,214.08,243.11,37876969.683,209149.6,231416.83,3.3685,"Tyler Technologies, Inc.",38583000,59.882192,1.889351,0.34126,0.068826,0.408582,0.260187,0.170596,0.009438,0.03196,0.011745,"2019-11-04",NA,76.21,0.865235878321164,NA,NA,NA
"846","TSN",0.350618,94.07,49.77,25097554920,121000,71.92,84.85,287055089.288,3556602.6,3140090.4,6.1398,"Tyson Foods, Inc.",294676000,8.740834,0.964058,0.295393,0.350618,0.596439,0.303689,0.084554,-0.028848,0.067828,0.019268,"2019-11-20","2019-11-27",13.87,0.45974350563269,1.5,"2019-11-27",0.017611835153223
"847","USB",0.036024,57.81,43.14,88372546400,73333,51.43,53.75,1571800602.69,5201990.8,5185709.3,4.2569,"U.S. Bancorp",1575830000,1.763731,0.318339,0.025769,0.036024,0.209924,0.069209,0.088721,0.072686,0.011727,0.021308,"2019-10-16","2019-06-27",13.17,0.736116358708706,1.48,NA,0.0263908701854494
"848","USPH",0.061495,138.58,98.69,1669178580,4600,115.95,130.26,12515096.568,107534.7,95365.13,1.8075,"U.S. Physical Therapy, Inc.",12774000,9.365149,2.900165,0.766716,0.061495,0.277696,0.210917,0.109818,-0.029198,0.023258,-0.031141,"2019-11-04","2019-08-14",72.29,0.814818407331557,1,NA,0.00765286599831637
"849","SLCA",-0.464338,21.11,8.72,801286200,2812,13.15,11.58,69094636.78,2384446,1844344.07,-3.5384,"U.S. Silica Holdings, Inc.",73580000,-0.098125,-0.688404,-0.608837,-0.464338,-0.032,-0.349074,0.055233,-0.124598,-0.067637,0.084661,"2019-10-30","2019-09-12",-3.08,1.64212078936574,0.25,NA,0.0229568411386593
"850","USX",-0.665786,15.48,3.37,247707751,NA,6.19,4.46,20889180.975,359668.1,309932.73,0.6311,"US Xpress Enterprises, Inc.",33267000,-0.636091,-0.636091,-0.636091,-0.665786,-0.130584,-0.384428,-0.045283,0.371274,0.088172,0.063025,"2019-10-31",NA,8.02,1.70898350789892,NA,NA,NA
"851","UBER",-0.200144,47.08,30.66,5.6525e+10,22263,40.18,38.36,733810100,9431726.5,11891614.17,-6.4288,"Uber Technologies, Inc.",1.7e+09,NA,NA,NA,-0.200144,-0.200144,-0.200144,-0.240521,-0.056202,-0.17698,0.031328,"2019-11-07",NA,-5.17,0.41561414842804,NA,NA,NA
"852","UI",0.196962,174.95,82.72,8004913420,955,128.41,121.07,11679266.15,386592.6,451599.77,4.5161,"Ubiquiti, Inc.",68641000,NA,NA,NA,0.196962,0.174303,-0.188448,-0.097019,0.056436,-0.045819,0.043766,"2019-11-07",NA,25.82,1.25284440225239,1,NA,0.0085748585148345
"853","UBS",-0.250958,16.68,10.12,42931083285,66888,12.15,11.19,3495245308.4839,3217635.9,3382681.73,1.2126,"UBS Group AG",3659938899,-0.285552,-0.285552,-0.263343,-0.250958,-0.065339,-0.06235,0.021777,0.127885,0.054856,0.052962,"2019-10-22","2018-05-07",9.67,0.876799959447297,NA,NA,NA
"854","UDR",0.174439,49.07,37.86,22695425768,1431,44.59,46.93,289388221.452,1416848,1674733.83,0.5739,"UDR, Inc.",292842000,1.722086,0.655597,0.169786,0.174439,0.239906,0.067025,0.0184,0.013197,0.028967,-0.017138,"2019-10-28","2019-07-09",82.94,0.408652291760562,1.33,NA,0.0279411764705882
"855","UGI",-0.09795,59.31,45.94,8669828740,7700,53.13,49.68,172456195.628,2127736.6,2477813.33,1.9034,"UGI Corp.",174338000,4.377691,0.76229,0.10628,-0.09795,-0.048412,-0.098441,-0.055281,0.031529,-0.027952,0.028542,"2019-11-04","2019-08-08",26.13,0.344193031888905,1.08,NA,0.0217172732756887
"856","UGP",-0.098326,7.89,3.61,NA,17034,5.86,4.75,NA,1301686.9,1179667.47,0.2832,"Ultrapar Participaçoes SA",NA,5.984579,-0.586022,-0.532118,-0.098326,-0.400139,-0.398465,-0.210623,0.048662,-0.158203,-0.031461,"2019-11-06","2016-08-18",15.22,1.02503420737196,0.12828,NA,0.0297633410672854
"857","UMH",-0.13346,15.99,11.14,553904700,380,13.15,12.78,35559104.931,189045.6,200414.37,-1.1636,"UMH Properties, Inc.",40431000,-0.036017,0.360917,-0.16,-0.13346,0.19965,0.008837,0.026217,0.082148,0.049005,0.030075,"2019-11-08","2019-08-14",-11.77,0.57117968307564,0.72,NA,0.0525547445255474
"858","UA",0.07923,24.55,15.05,8605280290,15000,19.79,19.87,191056959.128,1726441.9,2176611.57,0.1893,"Under Armour, Inc.",228653000,-0.518049,-0.518049,0.038703,0.07923,0.159271,-0.039295,-0.189201,0.135795,-0.006253,0.040939,"2019-10-31","2016-06-13",100.74,1.34613881758745,NA,NA,NA
"859","UAA",0.10832,27.72,16.52,9557411460,15000,22.06,22.29,187014195.28,4605864.6,4730622.27,0.1893,"Under Armour, Inc.",188144000,2.530435,-0.517085,0.087677,0.10832,0.18922,-0.052349,-0.206444,0.135657,-0.018081,0.047478,"2019-10-31",NA,111.89,1.35047433638081,NA,NA,NA
"860","UFI",-0.183932,30.2,15.9,441356300,2860,20.62,19.2,16504026.08,126132.6,106829.07,0.1336,"Unifi, Inc.",18490000,0.395037,-0.094471,-0.259259,-0.183932,0.008024,0.129139,0.295874,0.212291,0.289573,0.165527,"2019-10-23",NA,178.67,0.846182755681674,NA,NA,NA
"861","UNF",0.088077,205.22,132.38,3749908660,14000,161.52,193.8,14780482.863,119503.2,113126.77,9.1493,"UniFirst Corp.",15357000,9.226798,0.740663,0.1902,0.088077,0.356251,0.405488,0.147031,-0.018221,0.008564,0.028179,"2019-10-25","2019-09-05",21.5,0.814803943390139,0.45,NA,0.00228809681191844
"862","UN",0.069235,63.62,52.08,NA,154848,57.82,59.98,1451377986.23822,1005498.8,1297519.5,4.0448,"Unilever NV",NA,1.985104,0.419126,0.123995,0.069235,0.126215,0.050035,-0.015528,0.011249,0.044934,-0.021128,NA,"2019-08-08",14.89,0.377628189490958,1.541475,NA,0.0255931429520173
"863","UL",0.093152,64.84,50.8,NA,154848,58.03,61.71,1162013707.32007,629733.1,703686.63,4.0448,"Unilever Plc",NA,1.883436,0.36928,0.156746,0.093152,0.173287,0.078307,-0.02129,0.00131,0.021213,-0.025191,NA,"2019-08-08",15.12,0.356678558235694,1.7935,NA,0.0293343146876022
"864","UNP",0.094059,180.54,128.08,120791668500,41967,164.29,168.54,703063873.07,2985824.2,3010981.7,8.46,"Union Pacific Corp.",704530000,11.676923,0.881179,0.610253,0.094059,0.244375,0.03134,0.040731,0.031278,-0.011929,0.032085,"2019-10-17","2019-08-29",20.27,1.0807537377692,3.36,NA,0.0195975503062117
"865","UIS",-0.547396,20.95,6.39,542064820,22000,11.01,9.08,61039430.498,1287437.5,1239461.57,0.7382,"Unisys Corp.",62378000,-0.886667,-0.546667,-0.123857,-0.547396,-0.252151,-0.353423,-0.041896,0.078164,-0.257265,0.157124,"2019-10-22",NA,11.77,1.34763067061172,NA,NA,NA
"866","UNT",-0.874195,29.05,2.51,184382840,1376,11.91,4.97,53313298.52,1021687.3,1240418.7,-1.3594,"Unit Corp.",55537000,-0.398728,-0.814435,-0.370389,-0.874195,-0.775827,-0.778667,-0.6,0.021538,-0.428571,0.024691,"2019-11-04",NA,-2.44,2.08104847476525,NA,NA,NA
"867","UMC",-0.112,2.59,1.64,NA,19929,1.98,2.12,2343094320.42,462326.1,525810.63,0.0404,"United Microelectronics Corp.",NA,-0.361727,0.014019,0.074257,-0.112,0.254237,0.2,0.057143,0.072464,0.072464,0.032558,"2019-10-30","2018-07-13",54.95,0.693967176788203,NA,NA,NA
"868","UNFI",-0.646284,34.49,6.75,637191360,10000,11.77,8.99,52253907.84,1306289.5,1056609.97,-5.3335,"United Natural Foods, Inc.",52704000,-0.033892,-0.809348,-0.703065,-0.646284,0.107143,-0.126445,0.19703,0.618474,0.435867,0.201789,"2019-10-01",NA,-2.27,1.35138494506818,NA,NA,NA
"869","UPS",0.030061,123.63,89.89,105414624450,481000,106.86,113.8,698272149.85,2561732.8,2897267.17,5.49,"United Parcel Service, Inc.",698335000,0.818846,0.058585,-0.026972,0.030061,0.261907,0.10823,0.209763,0.06392,0.046672,0.008302,"2019-10-24","2019-08-16",22.34,1.07401404421548,3.74,NA,0.0304883019483166
"870","URI",-0.218686,173,94.28,9943995810,18500,121.71,119.42,76653492.711,1429296.2,1357379.03,13.544,"United Rentals, Inc.",77163000,13.151235,0.473645,0.231644,-0.218686,0.220129,0.047809,0.062057,0.193351,0.098823,0.067512,"2019-10-21",NA,9.51,1.90719249485902,NA,NA,NA
"871","USM",-0.109998,59.74,33.54,3389095760,5600,47.67,40.63,15737000.348,179409.3,252923.7,1.647,"United States Cellular Corp.",53722000,1.013554,0.12017,0.221166,-0.109998,-0.255193,-0.186003,-0.115437,0.117529,0.023037,0.037706,"2019-11-01",NA,23.73,0.862944246328076,NA,NA,NA
"872","UZA",0.004773,26.26,21.72,2190597720,NA,25.05,25.7,NA,35032.2,22525.27,NA,"United States Cellular Corp.",0,0.017304,-0.009404,-0.021293,0.004617,0.099695,-0.001581,-0.000396,-0.024334,-0.014821,-0.02093,NA,NA,NA,0.176244796592866,NA,NA,NA
